baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,gene_symbol,chr,DE_comparison
1525.28,1.57,0.43,3.68,0.00023,0.01138,ENSG00000155657,TTN,2,Amet_Apri
6902.53,1.06,0.2,5.27,0,0.00014,ENSG00000155850,SLC26A2,5,Amet_Apri
110.79,1.06,0.51,2.08,0.03716,,ENSG00000156218,ADAMTSL3,15,Amet_Apri
1464.75,-1.02,0.37,-2.79,0.00534,0.05958,ENSG00000156413,FUT6,19,Amet_Apri
1104.29,1.01,0.27,3.68,0.00023,0.01135,ENSG00000157224,CLDN12,7,Amet_Apri
43.99,1.62,0.69,2.34,0.01943,,ENSG00000157999,ANKRD61,7,Amet_Apri
25.44,6.03,1.84,3.28,0.00103,,ENSG00000158022,TRIM63,1,Amet_Apri
103.07,1.04,0.43,2.43,0.0149,,ENSG00000158258,CLSTN2,3,Amet_Apri
603.44,1.12,0.29,3.82,0.00013,0.00829,ENSG00000158467,AHCYL2,7,Amet_Apri
289.99,8.54,2.17,3.93,9e-05,0.00687,ENSG00000159251,ACTC1,15,Amet_Apri
58.61,1.44,0.66,2.18,0.02903,,ENSG00000159905,ZNF221,19,Amet_Apri
21.32,-2.2,1,-2.19,0.0283,,ENSG00000160097,FNDC5,1,Amet_Apri
653.11,1.25,0.32,3.88,0.00011,0.00767,ENSG00000160321,ZNF208,19,Amet_Apri
5007.54,1.03,0.28,3.74,0.00018,0.01023,ENSG00000160551,TAOK1,17,Amet_Apri
118.35,8.25,1.64,5.03,0,,ENSG00000160808,MYL3,3,Amet_Apri
82.87,-1.33,0.64,-2.09,0.03706,,ENSG00000161249,DMKN,19,Amet_Apri
1631.81,1.07,0.27,3.9,9e-05,0.0073,ENSG00000162378,ZYG11B,1,Amet_Apri
2060.52,1.41,0.42,3.35,0.00082,0.02322,ENSG00000162402,USP24,1,Amet_Apri
54.17,-1.91,0.78,-2.43,0.01509,,ENSG00000162551,ALPL,1,Amet_Apri
50.02,1.33,0.64,2.06,0.03982,,ENSG00000162746,FCRLB,1,Amet_Apri
17494.49,-1.65,0.33,-4.99,0,0.00033,ENSG00000162896,PIGR,1,Amet_Apri
152.93,10.07,3.67,2.74,0.00611,,ENSG00000163092,XIRP2,2,Amet_Apri
331.89,-1.69,0.39,-4.35,1e-05,0.00231,ENSG00000163207,IVL,1,Amet_Apri
5016.5,-1.6,0.36,-4.45,1e-05,0.00155,ENSG00000163209,SPRR3,1,Amet_Apri
1076.8,-1.12,0.31,-3.57,0.00035,0.01449,ENSG00000163220,S100A9,1,Amet_Apri
1971.62,1.28,0.35,3.68,0.00023,0.01138,ENSG00000163349,HIPK1,1,Amet_Apri
1225.09,1.25,0.52,2.41,0.01585,0.10077,ENSG00000163625,WDFY3,4,Amet_Apri
71.96,1.52,0.58,2.61,0.00897,,ENSG00000163806,SPDYA,2,Amet_Apri
23.31,2.01,0.92,2.18,0.02942,,ENSG00000163833,FBXO40,3,Amet_Apri
318.53,1.14,0.39,2.91,0.00365,0.04946,ENSG00000163935,SFMBT1,3,Amet_Apri
864.15,1.14,0.26,4.29,2e-05,0.00275,ENSG00000164023,SGMS2,4,Amet_Apri
523.52,1.14,0.37,3.13,0.00177,0.03396,ENSG00000164070,HSPA4L,4,Amet_Apri
20.12,4.65,1.61,2.89,0.00382,,ENSG00000164122,ASB5,4,Amet_Apri
1507.33,1.05,0.27,3.89,1e-04,0.00755,ENSG00000164187,LMBRD2,5,Amet_Apri
113.3,1.05,0.44,2.4,0.01618,,ENSG00000164291,ARSK,5,Amet_Apri
85.8,1.56,0.5,3.12,0.00181,,ENSG00000164344,KLKB1,4,Amet_Apri
49.83,1.31,0.6,2.2,0.02814,,ENSG00000164418,GRIK2,6,Amet_Apri
310,1.1,0.42,2.63,0.00846,0.07464,ENSG00000164506,STXBP5,6,Amet_Apri
30.83,2.98,1,3,0.00274,,ENSG00000164532,TBX20,7,Amet_Apri
4.69,5.05,2.44,2.07,0.03889,,ENSG00000164619,BMPER,7,Amet_Apri
120.35,1.34,0.49,2.74,0.00617,,ENSG00000165164,CFAP47,X,Amet_Apri
29.04,2.87,0.87,3.29,0.00099,,ENSG00000165181,C9orf84,9,Amet_Apri
3926.22,1.03,0.26,3.96,8e-05,0.00659,ENSG00000165186,PTCHD1,X,Amet_Apri
127.31,1.09,0.51,2.15,0.0316,,ENSG00000165194,PCDH19,X,Amet_Apri
712.73,1.41,0.46,3.1,0.00197,0.03561,ENSG00000165240,ATP7A,X,Amet_Apri
51.62,2.27,0.92,2.46,0.01399,,ENSG00000165495,PKNOX2,11,Amet_Apri
1048.45,-1.01,0.37,-2.69,0.00709,0.06899,ENSG00000165502,RPL36AL,14,Amet_Apri
168.81,-1.1,0.51,-2.15,0.03146,0.14161,ENSG00000165794,SLC39A2,14,Amet_Apri
2283.28,1.18,0.24,4.89,0,0.00046,ENSG00000165813,CCDC186,10,Amet_Apri
49.36,1.53,0.76,2.02,0.04325,,ENSG00000165821,SALL2,14,Amet_Apri
33.15,2.12,0.93,2.28,0.02256,,ENSG00000165887,ANKRD2,10,Amet_Apri
203.46,1.11,0.47,2.36,0.01805,0.10701,ENSG00000165891,E2F7,12,Amet_Apri
492.2,1.01,0.26,3.88,0.00011,0.00767,ENSG00000166128,RAB8B,15,Amet_Apri
2018.57,1.08,0.27,3.98,7e-05,0.00614,ENSG00000166439,RNF169,11,Amet_Apri
410.44,-1.11,0.38,-2.96,0.0031,0.04539,ENSG00000166682,TMPRSS5,11,Amet_Apri
64.97,1.24,0.6,2.05,0.0402,,ENSG00000166800,LDHAL6A,11,Amet_Apri
480.87,1.1,0.35,3.11,0.00185,0.03472,ENSG00000166833,NAV2,11,Amet_Apri
314.51,1.15,0.4,2.91,0.00365,0.04945,ENSG00000166845,C18orf54,18,Amet_Apri
46.46,2.25,0.84,2.68,0.00745,,ENSG00000167080,B4GALNT2,17,Amet_Apri
14.19,5.17,1.88,2.74,0.00608,,ENSG00000167244,IGF2,11,Amet_Apri
23.63,-2.35,0.91,-2.59,0.00968,,ENSG00000167434,CA4,17,Amet_Apri
21.88,3.37,1.16,2.9,0.0037,,ENSG00000167549,CORO6,17,Amet_Apri
307.42,-1.18,0.42,-2.84,0.00456,0.05509,ENSG00000167604,NFKBID,19,Amet_Apri
911.38,-1.18,0.31,-3.86,0.00012,0.00777,ENSG00000167749,KLK4,19,Amet_Apri
223.2,-1.82,0.49,-3.72,2e-04,0.0105,ENSG00000167751,KLK2,19,Amet_Apri
218.82,-2.1,0.68,-3.07,0.00214,0.03705,ENSG00000167772,ANGPTL4,19,Amet_Apri
5.03,5.15,2.4,2.14,0.03207,,ENSG00000167941,SOST,17,Amet_Apri
66.17,-1.85,0.6,-3.09,0.002,,ENSG00000167984,NLRC3,16,Amet_Apri
89.36,1.62,0.62,2.6,0.00925,,ENSG00000168016,TRANK1,3,Amet_Apri
107.11,-1.65,0.54,-3.06,0.00218,,ENSG00000168062,BATF2,11,Amet_Apri
14.83,6.71,1.85,3.63,0.00028,,ENSG00000168280,KIF5C,2,Amet_Apri
29.46,6.24,1.85,3.37,0.00076,,ENSG00000168334,XIRP1,3,Amet_Apri
350.86,-1.05,0.39,-2.7,0.00692,0.06814,ENSG00000168389,MFSD2A,1,Amet_Apri
43.23,5.78,1.39,4.14,3e-05,,ENSG00000168530,MYL1,2,Amet_Apri
1122.54,-1.02,0.44,-2.34,0.01917,0.11033,ENSG00000168653,NDUFS5,1,Amet_Apri
758.89,1.12,0.35,3.18,0.00148,0.03174,ENSG00000168743,NPNT,4,Amet_Apri
3061.26,1.06,0.29,3.71,0.00021,0.01095,ENSG00000168769,TET2,4,Amet_Apri
152.91,1.18,0.42,2.79,0.00525,,ENSG00000168807,SNTB2,16,Amet_Apri
834.65,-1.31,0.44,-3,0.00269,0.04175,ENSG00000169020,ATP5I,4,Amet_Apri
170.48,1.42,0.39,3.61,0.00031,0.01373,ENSG00000169181,GSG1L,16,Amet_Apri
909,1.14,0.24,4.77,0,0.00062,ENSG00000169255,B3GALNT1,3,Amet_Apri
178.26,1.26,0.39,3.22,0.00129,0.02967,ENSG00000169330,KIAA1024,15,Amet_Apri
4.61,-5.04,2.46,-2.05,0.04076,,ENSG00000169402,RSPH10B2,7,Amet_Apri
7.73,-4.23,2.02,-2.09,0.03632,,ENSG00000169469,SPRR1B,1,Amet_Apri
13.04,4,1.69,2.37,0.01802,,ENSG00000169499,PLEKHA2,8,Amet_Apri
1194.3,1.37,0.39,3.51,0.00044,0.01634,ENSG00000169554,ZEB2,2,Amet_Apri
80.9,1.52,0.76,1.99,0.04627,,ENSG00000169851,PCDH7,4,Amet_Apri
113.8,1.12,0.5,2.25,0.02474,,ENSG00000169896,ITGAM,16,Amet_Apri
56.39,3.48,0.96,3.61,0.00031,,ENSG00000170265,ZNF282,7,Amet_Apri
783.46,1,0.32,3.14,0.00168,0.03329,ENSG00000170325,PRDM10,11,Amet_Apri
187.05,-1.31,0.34,-3.8,0.00014,0.00887,ENSG00000170523,KRT83,12,Amet_Apri
70.83,1.53,0.64,2.39,0.01665,,ENSG00000170961,HAS2,8,Amet_Apri
410.87,1.09,0.41,2.67,0.00765,0.07135,ENSG00000171320,ESCO2,8,Amet_Apri
724.94,1.07,0.29,3.64,0.00027,0.01253,ENSG00000171451,DSEL,18,Amet_Apri
279.68,1.18,0.41,2.87,0.00406,0.05251,ENSG00000171517,LPAR3,1,Amet_Apri
96.05,2.06,0.72,2.87,0.00405,,ENSG00000171570,RAB4B-EGLN2,19,Amet_Apri
222.27,1.14,0.36,3.17,0.00152,0.03212,ENSG00000171827,ZNF570,19,Amet_Apri
4731.31,-1.06,0.4,-2.67,0.00756,0.07097,ENSG00000171858,RPS21,20,Amet_Apri
1152.18,1.67,0.36,4.67,0,0.00081,ENSG00000171914,TLN2,15,Amet_Apri
1140.97,-1.23,0.35,-3.55,0.00039,0.01504,ENSG00000172382,PRSS27,16,Amet_Apri
20.2,2.96,1.29,2.3,0.02125,,ENSG00000172399,MYOZ2,4,Amet_Apri
112.78,1.81,0.58,3.14,0.00171,,ENSG00000172403,SYNPO2,4,Amet_Apri
1158.91,1.07,0.25,4.26,2e-05,0.003,ENSG00000172461,FUT9,6,Amet_Apri
1223.79,1.16,0.26,4.46,1e-05,0.00155,ENSG00000172469,MANEA,6,Amet_Apri
1255.08,1.04,0.31,3.38,0.00072,0.02156,ENSG00000172493,AFF1,4,Amet_Apri
4606.16,-1.06,0.43,-2.5,0.01254,0.09007,ENSG00000172809,RPL38,17,Amet_Apri
339.34,1.3,0.37,3.49,0.00048,0.01688,ENSG00000172817,CYP7B1,8,Amet_Apri
471.15,1.15,0.37,3.15,0.00165,0.03317,ENSG00000172840,PDP2,16,Amet_Apri
1074.18,1.12,0.29,3.85,0.00012,0.00777,ENSG00000172869,DMXL1,5,Amet_Apri
106.55,1.04,0.52,2,0.04514,,ENSG00000173068,BNC2,9,Amet_Apri
1264.06,1.22,0.26,4.66,0,0.00081,ENSG00000173166,RAPH1,2,Amet_Apri
2037.48,-1.09,0.38,-2.85,0.00431,0.05372,ENSG00000173272,MZT2A,2,Amet_Apri
80.08,1.89,0.61,3.11,0.00189,,ENSG00000173698,ADGRG2,X,Amet_Apri
4342.57,-1.11,0.27,-4.05,5e-05,0.00504,ENSG00000173762,CD7,17,Amet_Apri
497.32,1.04,0.31,3.32,9e-04,0.02451,ENSG00000173852,DPY19L1,7,Amet_Apri
2370.18,1.05,0.26,4.07,5e-05,0.00482,ENSG00000173889,PHC3,3,Amet_Apri
46.85,-2.32,0.74,-3.15,0.00165,,ENSG00000174562,KLK15,19,Amet_Apri
396.39,-1.1,0.35,-3.1,0.00193,0.03534,ENSG00000174938,SEZ6L2,16,Amet_Apri
1572.5,3.8,1.56,2.44,0.01473,0.09767,ENSG00000175084,DES,2,Amet_Apri
11.67,6.36,1.88,3.38,0.00073,,ENSG00000175336,APOF,12,Amet_Apri
262.04,1.13,0.38,2.95,0.00319,0.0458,ENSG00000175548,ALG10B,12,Amet_Apri
127.73,1.33,0.45,2.96,0.00313,,ENSG00000175556,LONRF3,X,Amet_Apri
21.2,-1.86,0.92,-2.03,0.04232,,ENSG00000175877,TMEM270,7,Amet_Apri
9206.87,-1.21,0.4,-3.05,0.00229,0.03883,ENSG00000176046,NUPR1,16,Amet_Apri
77.85,1.2,0.49,2.44,0.01462,,ENSG00000176358,TAC4,17,Amet_Apri
169.03,-1.18,0.37,-3.15,0.00165,0.03314,ENSG00000176485,PLA2G16,11,Amet_Apri
437.62,1.93,0.38,5.07,0,0.00023,ENSG00000176887,SOX11,2,Amet_Apri
86.89,1.09,0.47,2.29,0.02208,,ENSG00000176927,EFCAB5,17,Amet_Apri
1129.18,1.31,0.41,3.16,0.00157,0.03241,ENSG00000176994,SMCR8,17,Amet_Apri
265.97,1.03,0.35,2.98,0.00289,0.04335,ENSG00000177034,MTX3,5,Amet_Apri
137.54,1.52,0.55,2.78,0.00546,,ENSG00000177238,TRIM72,16,Amet_Apri
13.53,-5.09,1.78,-2.85,0.00432,,ENSG00000177519,RPRM,2,Amet_Apri
2779.72,1.07,0.23,4.62,0,0.00093,ENSG00000177888,ZBTB41,1,Amet_Apri
20993.68,-1.28,0.41,-3.13,0.00176,0.03392,ENSG00000177954,RPS27,1,Amet_Apri
919.09,1.08,0.25,4.41,1e-05,0.0018,ENSG00000177990,DPY19L2,12,Amet_Apri
517.51,1.08,0.26,4.15,3e-05,0.00389,ENSG00000178177,LCORL,4,Amet_Apri
120.22,1.21,0.53,2.3,0.0213,,ENSG00000178502,KLHL11,17,Amet_Apri
122.65,1.1,0.47,2.32,0.02029,,ENSG00000178538,CA8,8,Amet_Apri
104.65,1.23,0.45,2.74,0.00616,,ENSG00000178662,CSRNP3,2,Amet_Apri
437.31,1.01,0.27,3.73,0.00019,0.01043,ENSG00000178695,KCTD12,13,Amet_Apri
20.17,4.04,1.28,3.15,0.00163,,ENSG00000178726,THBD,20,Amet_Apri
234.69,-1.31,0.57,-2.29,0.02212,0.11773,ENSG00000178776,C5orf46,5,Amet_Apri
386.11,1.08,0.32,3.41,0.00066,0.02044,ENSG00000178852,EFCAB13,17,Amet_Apri
908.45,-1.07,0.42,-2.53,0.01138,0.0852,ENSG00000179085,DPM3,1,Amet_Apri
88.56,1.07,0.51,2.09,0.03662,,ENSG00000179542,SLITRK4,X,Amet_Apri
1786.23,1.16,0.27,4.29,2e-05,0.00278,ENSG00000179869,ABCA13,7,Amet_Apri
970.29,1.01,0.24,4.23,2e-05,0.00317,ENSG00000180008,SOCS4,14,Amet_Apri
94.49,1.07,0.52,2.07,0.03871,,ENSG00000180071,ANKRD18A,9,Amet_Apri
76.88,-1.57,0.61,-2.56,0.01056,,ENSG00000180096,SEPT1,16,Amet_Apri
48.29,-1.2,0.6,-1.99,0.04611,,ENSG00000180475,OR10Q1,11,Amet_Apri
695.6,1.09,0.31,3.56,0.00037,0.01476,ENSG00000180488,MIGA1,1,Amet_Apri
650.51,1.65,0.4,4.14,4e-05,0.00406,ENSG00000180776,ZDHHC20,13,Amet_Apri
229.72,1.07,0.51,2.1,0.03537,0.15079,ENSG00000180828,BHLHE22,8,Amet_Apri
17590.3,1.58,0.44,3.56,0.00037,0.01463,ENSG00000181143,MUC16,19,Amet_Apri
356.43,-1.15,0.43,-2.66,0.00788,0.07192,ENSG00000181218,HIST3H2A,1,Amet_Apri
29.6,1.71,0.78,2.19,0.02884,,ENSG00000181619,GPR135,14,Amet_Apri
438.42,1.27,0.32,3.92,9e-05,0.00687,ENSG00000182141,ZNF708,19,Amet_Apri
42.3,1.34,0.65,2.06,0.03903,,ENSG00000182230,FAM153B,5,Amet_Apri
226.1,1.07,0.32,3.3,0.00096,0.02568,ENSG00000182405,PGBD4,15,Amet_Apri
64.92,1.15,0.52,2.2,0.02774,,ENSG00000182752,PAPPA,9,Amet_Apri
1539.21,-1.63,0.49,-3.31,0.00093,0.02488,ENSG00000182774,RPS17,15,Amet_Apri
61.56,-1.32,0.66,-2.01,0.04462,,ENSG00000182853,VMO1,17,Amet_Apri
25.93,-1.79,0.87,-2.06,0.03899,,ENSG00000182950,ODF3L1,15,Amet_Apri
87.44,1.24,0.6,2.08,0.03715,,ENSG00000183023,SLC8A1,2,Amet_Apri
631.35,5.11,1.57,3.26,0.00111,0.02785,ENSG00000183091,NEB,2,Amet_Apri
598.18,-4.48,0.52,-8.69,0,0,ENSG00000183684,ALYREF,17,Amet_Apri
1464.71,1.04,0.29,3.58,0.00034,0.01422,ENSG00000183808,RBM12B,8,Amet_Apri
138.32,1.21,0.44,2.74,0.00609,,ENSG00000183850,ZNF730,19,Amet_Apri
33.14,1.72,0.87,1.98,0.0475,,ENSG00000183873,SCN5A,3,Amet_Apri
199.77,1.79,0.58,3.11,0.0019,0.03519,ENSG00000184258,CDR1,X,Amet_Apri
916.03,1,0.32,3.14,0.00169,0.03343,ENSG00000184675,AMER1,X,Amet_Apri
50.13,2.14,0.73,2.94,0.00329,,ENSG00000184937,WT1,11,Amet_Apri
37.49,1.68,0.85,1.98,0.04816,,ENSG00000185070,FLRT2,14,Amet_Apri
48.71,1.67,0.72,2.33,0.01998,,ENSG00000185261,KIAA0825,5,Amet_Apri
1154.35,1.13,0.28,4.12,4e-05,0.00422,ENSG00000185697,MYBL1,8,Amet_Apri
2629.71,1.14,0.25,4.57,0,0.00108,ENSG00000185728,YTHDF3,8,Amet_Apri
3128.46,1.12,0.2,5.55,0,3e-05,ENSG00000185946,RNPC3,1,Amet_Apri
259.38,-1.04,0.47,-2.18,0.029,0.13561,ENSG00000186007,LEMD1,1,Amet_Apri
98.47,1.32,0.45,2.94,0.00326,,ENSG00000186047,DLEU7,13,Amet_Apri
24.86,4.36,1.53,2.85,0.00437,,ENSG00000186439,TRDN,6,Amet_Apri
554.54,1.35,0.34,3.94,8e-05,0.00672,ENSG00000186472,PCLO,7,Amet_Apri
61.38,1.34,0.58,2.31,0.02116,,ENSG00000186564,FOXD2,1,Amet_Apri
2031.42,-1.01,0.31,-3.29,0.00101,0.02637,ENSG00000186847,KRT14,17,Amet_Apri
70.6,1.1,0.52,2.1,0.03598,,ENSG00000187048,CYP4A11,1,Amet_Apri
489.84,1.3,0.31,4.13,4e-05,0.00418,ENSG00000187079,TEAD1,11,Amet_Apri
11.6,-3.16,1.39,-2.27,0.02298,,ENSG00000187094,CCK,3,Amet_Apri
30.13,-2.37,0.91,-2.61,0.00903,,ENSG00000187122,SLIT1,10,Amet_Apri
497.41,1.22,0.26,4.62,0,0.00093,ENSG00000187699,C2orf88,2,Amet_Apri
170.57,-1.23,0.59,-2.08,0.03722,0.15531,ENSG00000187733,AMY1C,1,Amet_Apri
151.57,1.3,0.45,2.89,0.00385,,ENSG00000187790,FANCM,14,Amet_Apri
3537.82,-1.15,0.4,-2.87,0.00417,0.05284,ENSG00000187840,EIF4EBP1,8,Amet_Apri
684.86,1.18,0.33,3.63,0.00029,0.01309,ENSG00000188064,WNT7B,22,Amet_Apri
172.22,1.02,0.4,2.57,0.01015,0.08052,ENSG00000188107,EYS,6,Amet_Apri
1064.2,-1.03,0.38,-2.69,0.00721,0.06967,ENSG00000188186,LAMTOR4,7,Amet_Apri
92.71,3.32,0.88,3.77,0.00016,,ENSG00000188219,POTEE,2,Amet_Apri
82.48,1.01,0.51,1.98,0.04764,,ENSG00000188517,COL25A1,4,Amet_Apri
19.08,-7.09,1.85,-3.84,0.00013,,ENSG00000188629,ZNF177,19,Amet_Apri
7004.85,1.25,0.24,5.15,0,0.00023,ENSG00000188647,PTAR1,9,Amet_Apri
791.22,1.13,0.32,3.56,0.00037,0.01463,ENSG00000188931,CFAP126,1,Amet_Apri
68.13,1.63,0.67,2.43,0.01511,,ENSG00000189233,NUGGC,8,Amet_Apri
95.67,1.26,0.57,2.2,0.02762,,ENSG00000189420,ZFP92,X,Amet_Apri
136.1,1.32,0.45,2.91,0.00356,,ENSG00000196081,ZNF724,19,Amet_Apri
108.7,7.11,2.39,2.98,0.00292,,ENSG00000196091,MYBPC1,12,Amet_Apri
92.9,1.23,0.49,2.51,0.01201,,ENSG00000196109,ZNF676,19,Amet_Apri
261.61,1.99,0.7,2.85,0.00441,0.05428,ENSG00000196218,RYR1,19,Amet_Apri
614.22,1.33,0.43,3.09,0.00202,0.03604,ENSG00000196242,OR2C3,1,Amet_Apri
1513.73,1.09,0.24,4.59,0,0.00104,ENSG00000196247,ZNF107,7,Amet_Apri
62.31,1.65,0.65,2.55,0.01072,,ENSG00000196350,ZNF729,19,Amet_Apri
1161.51,1,0.3,3.36,0.00077,0.02249,ENSG00000196428,TSC22D2,3,Amet_Apri
261.16,1,0.32,3.13,0.00177,0.03396,ENSG00000196632,WNK3,X,Amet_Apri
2714.04,-1.08,0.41,-2.64,0.00835,0.07406,ENSG00000196683,TOMM7,7,Amet_Apri
572.74,1.08,0.29,3.68,0.00024,0.01141,ENSG00000196705,ZNF431,19,Amet_Apri
90.55,1.48,0.57,2.6,0.00938,,ENSG00000196826,AC008758.1,19,Amet_Apri
1735.23,1.23,0.29,4.19,3e-05,0.0035,ENSG00000196865,NHLRC2,10,Amet_Apri
257.48,-1.18,0.34,-3.5,0.00047,0.01679,ENSG00000197093,GAL3ST4,7,Amet_Apri
615.04,1.01,0.26,3.86,0.00011,0.00777,ENSG00000197121,PGAP1,2,Amet_Apri
2255.89,1.04,0.22,4.71,0,7e-04,ENSG00000197601,FAR1,11,Amet_Apri
67.22,5.09,1.27,4,6e-05,,ENSG00000197616,MYH6,14,Amet_Apri
14102.38,-1.16,0.41,-2.87,0.0041,0.05251,ENSG00000197756,RPL37A,2,Amet_Apri
300.68,1.49,0.49,3.07,0.00216,0.03722,ENSG00000197779,ZNF81,X,Amet_Apri
92.06,1.41,0.49,2.9,0.0037,,ENSG00000197837,HIST4H4,12,Amet_Apri
56.33,5.56,2.45,2.27,0.02347,,ENSG00000197893,NRAP,10,Amet_Apri
627.8,1.3,0.33,3.98,7e-05,0.00614,ENSG00000197961,ZNF121,19,Amet_Apri
5304.33,1.02,0.21,4.98,0,0.00033,ENSG00000197969,VPS13A,9,Amet_Apri
426.48,1.08,0.34,3.22,0.0013,0.02967,ENSG00000198018,ENTPD7,10,Amet_Apri
47.06,1.61,0.64,2.54,0.01116,,ENSG00000198019,FCGR1B,1,Amet_Apri
2035.31,1.36,0.32,4.23,2e-05,0.00321,ENSG00000198146,ZNF770,15,Amet_Apri
75.41,1.14,0.52,2.19,0.02851,,ENSG00000198156,NPIPB6,16,Amet_Apri
1470.26,-1.02,0.42,-2.45,0.01413,0.09547,ENSG00000198258,UBL5,19,Amet_Apri
25.96,2.88,1.21,2.38,0.01735,,ENSG00000198336,MYL4,17,Amet_Apri
158.2,-1.61,0.38,-4.21,3e-05,,ENSG00000198417,MT1F,16,Amet_Apri
1814.82,1.68,0.3,5.66,0,2e-05,ENSG00000198586,TLK1,2,Amet_Apri
204.94,-3.81,0.57,-6.65,0,0,ENSG00000198743,SLC5A3,21,Amet_Apri
171.22,1.15,0.42,2.74,0.00612,0.06362,ENSG00000198838,RYR3,15,Amet_Apri
27.12,1.88,0.91,2.08,0.03786,,ENSG00000198889,DCAF12L1,X,Amet_Apri
637.42,1.38,0.3,4.55,1e-05,0.00117,ENSG00000198947,DMD,X,Amet_Apri
32.19,1.86,0.78,2.39,0.01689,,ENSG00000204099,NEU4,2,Amet_Apri
49.21,-1.4,0.62,-2.23,0.0255,,ENSG00000204572,KRTAP5-10,11,Amet_Apri
411.7,1.4,0.47,2.95,0.00313,0.04542,ENSG00000213047,DENND1B,1,Amet_Apri
120.94,-1.32,0.41,-3.23,0.00124,,ENSG00000213085,CFAP45,1,Amet_Apri
92.57,-1.03,0.45,-2.28,0.02267,,ENSG00000213420,GPC2,7,Amet_Apri
32.95,1.53,0.73,2.1,0.03576,,ENSG00000213512,GBP7,1,Amet_Apri
58.81,1.12,0.57,1.97,0.04897,,ENSG00000213901,SLC23A3,2,Amet_Apri
187.83,1.39,0.37,3.73,0.00019,0.0105,ENSG00000213973,ZNF99,19,Amet_Apri
49.91,-1.2,0.6,-2,0.0453,,ENSG00000214193,SH3D21,1,Amet_Apri
127.36,-1.01,0.43,-2.35,0.01881,,ENSG00000214309,MBLAC1,7,Amet_Apri
29.55,2.42,0.97,2.51,0.01221,,ENSG00000221818,EBF2,8,Amet_Apri
101.4,-1.58,0.52,-3.05,0.00226,,ENSG00000221821,C6orf226,6,Amet_Apri
226.53,-1.04,0.33,-3.13,0.00173,0.03365,ENSG00000223865,HLA-DPB1,6,Amet_Apri
990.55,-1.04,0.35,-2.98,0.00285,0.04306,ENSG00000224877,NDUFAF8,17,Amet_Apri
25386.72,-1.01,0.38,-2.65,0.00799,0.07249,ENSG00000229117,RPL41,12,Amet_Apri
475.82,-1.09,0.44,-2.51,0.012,0.08782,ENSG00000229833,PET100,19,Amet_Apri
182.01,-1.14,0.41,-2.8,0.00508,0.05815,ENSG00000231389,HLA-DPA1,6,Amet_Apri
92.97,1.14,0.47,2.44,0.01476,,ENSG00000232653,GOLGA8N,15,Amet_Apri
8911.27,-1.13,0.4,-2.85,0.00431,0.05372,ENSG00000233927,RPS28,19,Amet_Apri
601.2,1.17,0.31,3.72,2e-04,0.0105,ENSG00000237440,ZNF737,19,Amet_Apri
17057.82,-1.11,0.39,-2.83,0.00466,0.05538,ENSG00000240972,MIF,22,Amet_Apri
853.05,-1.04,0.36,-2.91,0.00356,0.04879,ENSG00000241370,RPP21,6,Amet_Apri
1004.01,1.24,0.31,4.03,6e-05,0.00541,ENSG00000241399,CD302,2,Amet_Apri
20.98,-2.49,1.04,-2.4,0.01643,,ENSG00000241794,SPRR2A,1,Amet_Apri
33870.33,1.03,0.31,3.33,0.00088,0.02439,ENSG00000242265,PEG10,7,Amet_Apri
47.26,1.38,0.65,2.14,0.03239,,ENSG00000242419,PCDHGC4,5,Amet_Apri
697.41,-1.1,0.51,-2.14,0.03197,0.14314,ENSG00000243056,EIF4EBP3,5,Amet_Apri
236.86,-1.3,0.46,-2.83,0.0046,0.05512,ENSG00000243449,C4orf48,4,Amet_Apri
19.6,7.11,1.89,3.76,0.00017,,ENSG00000244255,AL645922.1,6,Amet_Apri
48.86,1.63,0.62,2.61,0.00899,,ENSG00000244682,FCGR2C,1,Amet_Apri
6.05,5.42,2.31,2.35,0.01876,,ENSG00000248592,TMEM110-MUSTN1,3,Amet_Apri
101.05,1.1,0.44,2.49,0.01293,,ENSG00000253309,SERPINE3,13,Amet_Apri
397.24,1.28,0.4,3.22,0.00129,0.02967,ENSG00000253710,ALG11,13,Amet_Apri
16,2.87,1.2,2.38,0.01718,,ENSG00000254598,CSNK2A3,11,Amet_Apri
63.58,4.11,0.91,4.52,1e-05,,ENSG00000254685,FPGT,1,Amet_Apri
120.23,1.16,0.43,2.67,0.00757,,ENSG00000254692,AL136295.1,14,Amet_Apri
856.08,-1.13,0.4,-2.81,0.00488,0.05707,ENSG00000254870,ATP6V1G2-DDX39B,6,Amet_Apri
147.76,1.04,0.49,2.11,0.03507,,ENSG00000255408,PCDHA3,5,Amet_Apri
4171.72,1.86,0.37,5.11,0,0.00023,ENSG00000257315,ZBED6,1,Amet_Apri
292.69,1.17,0.51,2.29,0.02185,0.11694,ENSG00000257591,ZNF625,19,Amet_Apri
386.82,1.11,0.33,3.41,0.00066,0.02039,ENSG00000257594,GALNT4,12,Amet_Apri
1539.04,1.31,0.26,5.12,0,0.00023,ENSG00000257743,MGAM2,7,Amet_Apri
85.18,2.42,0.92,2.62,0.00879,,ENSG00000258555,SPECC1L-ADORA2A,22,Amet_Apri
7.23,5.66,2.77,2.04,0.04086,,ENSG00000260170,AC090527.2,15,Amet_Apri
