chr,cell_id,mean_reads,mean_copy,clone_id
10,SA919X4XB40509-A98217A-R18-C54,147.38,3.14,A
10,SA919X4XB40509-A98217A-R18-C58,144.92,3.05,A
10,SA919X4XB40509-A98217A-R18-C59,156.3,3.08,A
10,SA919X4XB40509-A98217A-R18-C61,161.52,3.02,A
10,SA919X4XB40509-A98217A-R18-C62,132.03,3.16,A
10,SA919X4XB40509-A98217A-R18-C64,156,2.98,A
10,SA919X4XB40509-A98217A-R18-C65,113.27,5.74,A
10,SA919X4XB40509-A98217A-R18-C66,162.24,3.11,A
10,SA919X4XB40509-A98217A-R18-C67,125.94,2.89,A
10,SA919X4XB40509-A98217A-R18-C68,132.19,2.99,A
10,SA919X4XB40509-A98217A-R18-C70,108.81,3.01,A
10,SA919X4XB40509-A98217A-R19-C07,103.17,2.78,A
10,SA919X4XB40509-A98217A-R19-C09,101.29,3.04,A
10,SA919X4XB40509-A98217A-R19-C18,101.86,2.98,A
10,SA919X4XB40509-A98217A-R19-C25,100.46,3.08,A
10,SA919X4XB40509-A98217A-R19-C28,104.59,3.24,A
10,SA919X4XB40509-A98217A-R19-C31,114.98,2.89,A
10,SA919X4XB40509-A98217A-R19-C41,105.17,2.98,A
10,SA919X4XB40509-A98217A-R19-C43,111.79,3.03,A
10,SA919X4XB40509-A98217A-R19-C57,103.57,2.95,A
10,SA919X4XB40509-A98217A-R19-C60,99.56,3.01,A
10,SA919X4XB40509-A98217A-R19-C61,111.29,3.02,A
10,SA919X4XB40509-A98217A-R19-C63,116.17,3.07,A
10,SA919X4XB40509-A98217A-R20-C10,150.59,2.88,A
10,SA919X4XB40509-A98217A-R20-C11,126,2.91,A
10,SA919X4XB40509-A98217A-R20-C13,167.08,2.93,A
10,SA919X4XB40509-A98217A-R20-C14,155.24,3.01,A
10,SA919X4XB40509-A98217A-R20-C15,142.13,2.91,A
10,SA919X4XB40509-A98217A-R20-C16,157.81,3.11,A
10,SA919X4XB40509-A98217A-R20-C17,167.73,3.06,A
10,SA919X4XB40509-A98217A-R20-C19,135.95,2.94,A
10,SA919X4XB40509-A98217A-R20-C20,147.56,3.03,A
10,SA919X4XB40509-A98217A-R20-C21,136.1,2.98,A
10,SA919X4XB40509-A98217A-R20-C22,153.08,3.02,A
10,SA919X4XB40509-A98217A-R20-C23,144.6,2.89,A
10,SA919X4XB40509-A98217A-R20-C24,172.17,3.1,A
10,SA919X4XB40509-A98217A-R20-C30,148.48,3.1,A
10,SA919X4XB40509-A98217A-R20-C32,138.02,2.8,A
10,SA919X4XB40509-A98217A-R20-C35,177.79,3,A
10,SA919X4XB40509-A98217A-R20-C37,133.11,2.82,A
10,SA919X4XB40509-A98217A-R20-C39,164.78,3.02,A
10,SA919X4XB40509-A98217A-R20-C40,148.51,3.07,A
10,SA919X4XB40509-A98217A-R20-C42,160.59,2.98,A
10,SA919X4XB40509-A98217A-R20-C43,176.97,3.06,A
10,SA919X4XB40509-A98217A-R20-C44,140.37,2.94,A
10,SA919X4XB40509-A98217A-R20-C45,110.51,2.99,A
10,SA919X4XB40509-A98217A-R20-C47,151.27,2.98,A
10,SA919X4XB40509-A98217A-R20-C48,145.05,2.97,A
10,SA919X4XB40509-A98217A-R20-C49,143.46,3.01,A
10,SA919X4XB40509-A98217A-R20-C52,118.81,3.05,A
10,SA919X4XB40509-A98217A-R20-C54,153.41,2.97,A
10,SA919X4XB40509-A98217A-R20-C55,168.32,2.95,A
10,SA919X4XB40509-A98217A-R20-C56,157.24,3.02,A
10,SA919X4XB40509-A98217A-R20-C57,159.65,2.89,A
10,SA919X4XB40509-A98217A-R20-C59,152.79,3.15,A
10,SA919X4XB40509-A98217A-R20-C61,160.94,2.99,A
10,SA919X4XB40509-A98217A-R20-C62,135.62,3.01,A
10,SA919X4XB40509-A98217A-R20-C63,172.32,3.04,A
10,SA919X4XB40509-A98217A-R20-C64,142.7,2.84,A
10,SA919X4XB40509-A98217A-R20-C68,143.43,3.06,A
10,SA919X4XB40509-A98217A-R21-C07,140.71,2.98,A
10,SA919X4XB40509-A98217A-R21-C08,133.43,2.88,A
10,SA919X4XB40509-A98217A-R21-C12,116.98,2.92,A
10,SA919X4XB40509-A98217A-R21-C13,154.17,3.02,A
10,SA919X4XB40509-A98217A-R21-C16,154.14,2.96,A
10,SA919X4XB40509-A98217A-R21-C17,145.57,3.04,A
10,SA919X4XB40509-A98217A-R21-C18,117.68,3.22,A
10,SA919X4XB40509-A98217A-R21-C21,122.02,2.97,A
10,SA919X4XB40509-A98217A-R21-C26,122.75,2.91,A
10,SA919X4XB40509-A98217A-R21-C32,143.06,3.2,A
10,SA919X4XB40509-A98217A-R21-C35,118.29,2.62,A
10,SA919X4XB40509-A98217A-R21-C37,127.76,3.04,A
10,SA919X4XB40509-A98217A-R21-C38,112.4,2.95,A
10,SA919X4XB40509-A98217A-R21-C39,129.95,2.95,A
10,SA919X4XB40509-A98217A-R21-C40,137.79,3.02,A
10,SA919X4XB40509-A98217A-R21-C43,142.73,3,A
10,SA919X4XB40509-A98217A-R21-C44,130.17,2.92,A
10,SA919X4XB40509-A98217A-R21-C56,138.46,3.03,A
10,SA919X4XB40509-A98217A-R21-C57,151.21,3.07,A
10,SA919X4XB40509-A98217A-R21-C59,125.59,2.85,A
10,SA919X4XB40509-A98217A-R21-C61,133.51,2.92,A
10,SA919X4XB40509-A98217A-R21-C64,136.57,3.06,A
10,SA919X4XB40509-A98217A-R21-C67,117.73,3.01,A
10,SA919X4XB40509-A98217A-R21-C68,103.67,3.13,A
10,SA919X4XB40509-A98217A-R21-C70,123.24,3.16,A
10,SA919X4XB40509-A98217A-R22-C11,113.22,2.95,A
10,SA919X4XB40509-A98217A-R22-C12,113.81,3.28,A
10,SA919X4XB40509-A98217A-R22-C14,122.21,2.91,A
10,SA919X4XB40509-A98217A-R22-C16,132.76,2.9,A
10,SA919X4XB40509-A98217A-R22-C17,134.83,2.93,A
10,SA919X4XB40509-A98217A-R22-C19,108.43,2.85,A
10,SA919X4XB40509-A98217A-R22-C24,145.25,3.05,A
10,SA919X4XB40509-A98217A-R22-C31,140.43,3.01,A
10,SA919X4XB40509-A98217A-R22-C35,132.43,2.92,A
10,SA919X4XB40509-A98217A-R22-C37,110.3,3.01,A
10,SA919X4XB40509-A98217A-R22-C40,115.79,3.25,A
10,SA919X4XB40509-A98217A-R22-C41,130.49,3.01,A
10,SA919X4XB40509-A98217A-R22-C43,142.41,3.03,A
10,SA919X4XB40509-A98217A-R22-C44,117.54,2.98,A
10,SA919X4XB40509-A98217A-R22-C48,118.22,2.97,A
10,SA919X4XB40509-A98217A-R22-C49,127.02,2.97,A
10,SA919X4XB40509-A98217A-R22-C51,115.98,3,A
10,SA919X4XB40509-A98217A-R22-C52,117.1,3.16,A
10,SA919X4XB40509-A98217A-R22-C55,123.38,2.96,A
10,SA919X4XB40509-A98217A-R22-C57,129.87,2.97,A
10,SA919X4XB40509-A98217A-R22-C59,121.94,3.01,A
10,SA919X4XB40509-A98217A-R22-C67,113.83,3.06,A
10,SA919X4XB40509-A98217A-R22-C69,107.54,3.17,A
10,SA919X4XB40509-A98217A-R22-C70,116.76,3.01,A
10,SA919X4XB40509-A98217A-R23-C09,142.59,2.89,A
10,SA919X4XB40509-A98217A-R23-C13,161.9,3.02,A
10,SA919X4XB40509-A98217A-R23-C14,148.02,3.06,A
10,SA919X4XB40509-A98217A-R23-C15,150.94,3.02,A
10,SA919X4XB40509-A98217A-R23-C16,182.03,3.01,A
10,SA919X4XB40509-A98217A-R23-C18,123.57,2.98,A
10,SA919X4XB40509-A98217A-R23-C19,123.6,2.89,A
10,SA919X4XB40509-A98217A-R23-C20,130.1,2.99,A
10,SA919X4XB40509-A98217A-R23-C22,131.13,2.96,A
10,SA919X4XB40509-A98217A-R23-C23,150.57,3.05,A
10,SA919X4XB40509-A98217A-R23-C29,128.86,2.96,A
10,SA919X4XB40509-A98217A-R23-C32,143.11,3.14,A
10,SA919X4XB40509-A98217A-R23-C41,149.19,3,A
10,SA919X4XB40509-A98217A-R23-C42,166.08,2.98,A
10,SA919X4XB40509-A98217A-R23-C43,185.33,3.02,A
10,SA919X4XB40509-A98217A-R23-C46,162,3.03,A
10,SA919X4XB40509-A98217A-R23-C47,151.78,3.02,A
10,SA919X4XB40509-A98217A-R23-C48,145.67,2.94,A
10,SA919X4XB40509-A98217A-R23-C49,137.16,3.03,A
10,SA919X4XB40509-A98217A-R23-C51,151.22,3.14,A
10,SA919X4XB40509-A98217A-R23-C54,143.51,3.04,A
10,SA919X4XB40509-A98217A-R23-C56,147.22,2.86,A
10,SA919X4XB40509-A98217A-R23-C59,150.37,3.08,A
10,SA919X4XB40509-A98217A-R23-C61,149.48,3,A
10,SA919X4XB40509-A98217A-R23-C63,161.4,2.95,A
10,SA919X4XB40509-A98217A-R23-C67,134.43,2.84,A
10,SA919X4XB40509-A98217A-R23-C68,111.35,3.07,A
10,SA919X4XB40509-A98217A-R23-C69,115.67,2.96,A
10,SA919X4XB40509-A98217A-R24-C08,152.56,2.98,A
10,SA919X4XB40509-A98217A-R24-C09,159.33,3.13,A
10,SA919X4XB40509-A98217A-R24-C11,124.03,2.92,A
10,SA919X4XB40509-A98217A-R24-C13,169.19,3,A
10,SA919X4XB40509-A98217A-R24-C14,145.75,3.06,A
10,SA919X4XB40509-A98217A-R24-C16,163.43,3,A
10,SA919X4XB40509-A98217A-R24-C17,146.29,2.92,A
10,SA919X4XB40509-A98217A-R24-C18,136.02,2.91,A
10,SA919X4XB40509-A98217A-R24-C20,138.59,2.94,A
10,SA919X4XB40509-A98217A-R24-C21,141,3.07,A
10,SA919X4XB40509-A98217A-R24-C22,143.06,2.98,A
10,SA919X4XB40509-A98217A-R24-C26,133.59,2.87,A
10,SA919X4XB40509-A98217A-R24-C27,125.3,3.03,A
10,SA919X4XB40509-A98217A-R24-C28,129.7,3.04,A
10,SA919X4XB40509-A98217A-R24-C31,160.97,3,A
10,SA919X4XB40509-A98217A-R24-C37,128.65,2.97,A
10,SA919X4XB40509-A98217A-R24-C38,128.51,3.07,A
10,SA919X4XB40509-A98217A-R24-C39,155.32,3.05,A
10,SA919X4XB40509-A98217A-R24-C40,158.3,3.24,A
10,SA919X4XB40509-A98217A-R24-C42,158.4,2.97,A
10,SA919X4XB40509-A98217A-R24-C44,136.25,2.91,A
10,SA919X4XB40509-A98217A-R24-C47,159.03,3.06,A
10,SA919X4XB40509-A98217A-R24-C49,141.3,3.12,A
10,SA919X4XB40509-A98217A-R24-C50,141.22,2.97,A
10,SA919X4XB40509-A98217A-R24-C54,141.94,3.16,A
10,SA919X4XB40509-A98217A-R24-C56,170.22,2.96,A
10,SA919X4XB40509-A98217A-R24-C61,136.44,2.87,A
10,SA919X4XB40509-A98217A-R24-C62,136.65,3.05,A
10,SA919X4XB40509-A98217A-R24-C63,169.33,3.05,A
10,SA919X4XB40509-A98217A-R24-C66,156.78,2.98,A
10,SA919X4XB40509-A98217A-R24-C67,123.48,2.93,A
10,SA919X4XB40509-A98217A-R25-C14,137.98,3.16,A
10,SA919X4XB40509-A98217A-R25-C16,137.97,3.04,A
10,SA919X4XB40509-A98217A-R25-C17,142.44,3.11,A
10,SA919X4XB40509-A98217A-R25-C19,111.11,3.02,A
10,SA919X4XB40509-A98217A-R25-C23,133,3.06,A
10,SA919X4XB40509-A98217A-R25-C25,142.4,3.01,A
10,SA919X4XB40509-A98217A-R25-C26,125.7,2.99,A
10,SA919X4XB40509-A98217A-R25-C27,126.79,3,A
10,SA919X4XB40509-A98217A-R25-C28,129.43,3.02,A
10,SA919X4XB40509-A98217A-R25-C35,154.87,3.06,A
10,SA919X4XB40509-A98217A-R25-C39,140.89,2.98,A
10,SA919X4XB40509-A98217A-R25-C40,126.98,2.97,A
10,SA919X4XB40509-A98217A-R25-C41,129.63,2.97,A
10,SA919X4XB40509-A98217A-R25-C44,117.79,2.82,A
10,SA919X4XB40509-A98217A-R25-C48,127.16,2.95,A
10,SA919X4XB40509-A98217A-R25-C50,111,2.92,A
10,SA919X4XB40509-A98217A-R25-C51,126.67,2.87,A
10,SA919X4XB40509-A98217A-R25-C54,133.35,2.96,A
10,SA919X4XB40509-A98217A-R25-C55,150.97,2.99,A
10,SA919X4XB40509-A98217A-R25-C59,135.03,2.99,A
10,SA919X4XB40509-A98217A-R25-C61,134.87,2.87,A
10,SA919X4XB40509-A98217A-R25-C64,147.44,3.08,A
10,SA919X4XB40509-A98217A-R25-C65,107.21,8.62,A
10,SA919X4XB40509-A98217A-R25-C66,122.1,3.04,A
10,SA919X4XB40509-A98217A-R25-C67,106.22,2.98,A
10,SA919X4XB40509-A98217A-R25-C69,105.6,2.97,A
10,SA919X4XB40509-A98217A-R25-C70,118,2.9,A
10,SA919X4XB40509-A98217A-R26-C08,121.89,3.06,A
10,SA919X4XB40509-A98217A-R26-C12,115.22,3.08,A
10,SA919X4XB40509-A98217A-R26-C13,156.33,3.05,A
10,SA919X4XB40509-A98217A-R26-C17,146.24,3.03,A
10,SA919X4XB40509-A98217A-R26-C18,109.02,3.1,A
10,SA919X4XB40509-A98217A-R26-C21,117.3,3.13,A
10,SA919X4XB40509-A98217A-R26-C23,114.9,2.82,A
10,SA919X4XB40509-A98217A-R26-C25,129.11,3.03,A
10,SA919X4XB40509-A98217A-R26-C27,112.73,3.2,A
10,SA919X4XB40509-A98217A-R26-C29,101.87,3.01,A
10,SA919X4XB40509-A98217A-R26-C31,132.81,2.93,A
10,SA919X4XB40509-A98217A-R26-C38,101.76,2.9,A
10,SA919X4XB40509-A98217A-R26-C39,134.65,3.03,A
10,SA919X4XB40509-A98217A-R26-C44,120.98,3.07,A
10,SA919X4XB40509-A98217A-R26-C46,132.19,2.99,A
10,SA919X4XB40509-A98217A-R26-C50,107.41,3.07,A
10,SA919X4XB40509-A98217A-R26-C55,126,2.94,A
10,SA919X4XB40509-A98217A-R26-C56,147.46,3.01,A
10,SA919X4XB40509-A98217A-R26-C57,130.32,3,A
10,SA919X4XB40509-A98217A-R26-C61,118.06,2.99,A
10,SA919X4XB40509-A98217A-R26-C63,128.52,3.07,A
10,SA919X4XB40509-A98217A-R26-C66,120.76,3.1,A
10,SA919X4XB40509-A98217A-R26-C68,111.75,3.04,A
10,SA919X4XB40509-A98217A-R27-C09,139.56,2.98,A
10,SA919X4XB40509-A98217A-R27-C10,115.32,3.06,A
10,SA919X4XB40509-A98217A-R27-C12,117.98,2.89,A
10,SA919X4XB40509-A98217A-R27-C14,109.13,2.93,A
10,SA919X4XB40509-A98217A-R27-C16,138.59,2.95,A
10,SA919X4XB40509-A98217A-R27-C19,119,2.97,A
10,SA919X4XB40509-A98217A-R27-C24,161.21,2.98,A
10,SA919X4XB40509-A98217A-R27-C26,140.62,3.05,A
10,SA919X4XB40509-A98217A-R27-C31,133.95,2.98,A
10,SA919X4XB40509-A98217A-R27-C35,138.16,2.89,A
10,SA919X4XB40509-A98217A-R27-C38,119.54,2.96,A
10,SA919X4XB40509-A98217A-R27-C39,131.95,2.98,A
10,SA919X4XB40509-A98217A-R27-C41,138.67,2.97,A
10,SA919X4XB40509-A98217A-R27-C43,165.24,3.08,A
10,SA919X4XB40509-A98217A-R27-C48,138.02,2.9,A
10,SA919X4XB40509-A98217A-R27-C50,108.06,2.91,A
10,SA919X4XB40509-A98217A-R27-C51,161.67,3.36,A
10,SA919X4XB40509-A98217A-R27-C60,105.57,3.04,A
10,SA919X4XB40509-A98217A-R27-C61,127.57,2.92,A
10,SA919X4XB40509-A98217A-R27-C66,134.65,3,A
10,SA919X4XB40509-A98217A-R27-C67,111.43,3.05,A
10,SA919X4XB40509-A98217A-R27-C68,116.3,3.05,A
10,SA919X4XB40509-A98217A-R28-C13,139.68,2.83,A
10,SA919X4XB40509-A98217A-R28-C14,144.73,3,A
10,SA919X4XB40509-A98217A-R28-C17,128.32,2.84,A
10,SA919X4XB40509-A98217A-R28-C18,117.81,3.05,A
10,SA919X4XB40509-A98217A-R28-C20,120.92,3,A
10,SA919X4XB40509-A98217A-R28-C21,117,2.99,A
10,SA919X4XB40509-A98217A-R28-C23,102.81,3.07,A
10,SA919X4XB40509-A98217A-R28-C24,149.29,3.09,A
10,SA919X4XB40509-A98217A-R28-C28,112.56,3.15,A
10,SA919X4XB40509-A98217A-R28-C29,105.75,2.92,A
10,SA919X4XB40509-A98217A-R28-C31,140.25,3.01,A
10,SA919X4XB40509-A98217A-R28-C32,113.98,2.86,A
10,SA919X4XB40509-A98217A-R28-C37,111.38,2.94,A
10,SA919X4XB40509-A98217A-R28-C38,117.1,2.94,A
10,SA919X4XB40509-A98217A-R28-C44,122.9,3.24,A
10,SA919X4XB40509-A98217A-R28-C46,129.95,3.04,A
10,SA919X4XB40509-A98217A-R28-C50,119.52,3.06,A
10,SA919X4XB40509-A98217A-R28-C57,105.48,2.98,A
10,SA919X4XB40509-A98217A-R28-C60,106.24,2.8,A
10,SA919X4XB40509-A98217A-R28-C66,111.79,2.95,A
10,SA919X4XB40509-A98217A-R28-C68,95.52,2.79,A
10,SA919X4XB40509-A98217A-R29-C08,137.51,2.94,A
10,SA919X4XB40509-A98217A-R29-C09,136.33,2.97,A
10,SA919X4XB40509-A98217A-R29-C14,128.79,2.81,A
10,SA919X4XB40509-A98217A-R29-C15,129.08,3.05,A
10,SA919X4XB40509-A98217A-R29-C18,124.27,2.99,A
10,SA919X4XB40509-A98217A-R29-C19,122.32,3.05,A
10,SA919X4XB40509-A98217A-R29-C21,121.78,2.94,A
10,SA919X4XB40509-A98217A-R29-C23,137.9,2.96,A
10,SA919X4XB40509-A98217A-R29-C28,148.49,3.21,A
10,SA919X4XB40509-A98217A-R29-C30,119.81,2.87,A
10,SA919X4XB40509-A98217A-R29-C31,128,2.73,A
10,SA919X4XB40509-A98217A-R29-C32,139.19,3.05,A
10,SA919X4XB40509-A98217A-R29-C40,123.67,2.88,A
10,SA919X4XB40509-A98217A-R29-C43,165.3,3.13,A
10,SA919X4XB40509-A98217A-R29-C46,147.81,3.11,A
10,SA919X4XB40509-A98217A-R29-C52,116.24,2.91,A
10,SA919X4XB40509-A98217A-R29-C57,155.87,3.13,A
10,SA919X4XB40509-A98217A-R29-C59,132.22,2.83,A
10,SA919X4XB40509-A98217A-R29-C60,132.22,3.09,A
10,SA919X4XB40509-A98217A-R29-C66,127.89,3.17,A
10,SA919X4XB40509-A98217A-R29-C68,111.16,3,A
10,SA919X4XB40509-A98217A-R30-C12,110.73,3,A
10,SA919X4XB40509-A98217A-R30-C21,104.63,3.02,A
10,SA919X4XB40509-A98217A-R30-C35,132.17,3.01,A
10,SA919X4XB40509-A98217A-R30-C37,105.89,2.92,A
10,SA919X4XB40509-A98217A-R30-C38,105.86,3,A
10,SA919X4XB40509-A98217A-R30-C39,115.67,2.76,A
10,SA919X4XB40509-A98217A-R30-C40,115.95,2.97,A
10,SA919X4XB40509-A98217A-R30-C41,131.22,2.95,A
10,SA919X4XB40509-A98217A-R30-C42,115.87,2.85,A
10,SA919X7XB05588-A98299A-R03-C07,223.63,3.99,C
10,SA919X7XB05588-A98299A-R03-C09,201.46,3.88,C
10,SA919X7XB05588-A98299A-R03-C15,218.71,3.82,C
10,SA919X7XB05588-A98299A-R03-C17,259.05,3.95,C
10,SA919X7XB05588-A98299A-R03-C19,195.86,3.83,B
10,SA919X7XB05588-A98299A-R03-C24,233.4,3.87,C
10,SA919X7XB05588-A98299A-R03-C25,271.68,3.89,C
10,SA919X7XB05588-A98299A-R03-C27,245.94,4.02,C
10,SA919X7XB05588-A98299A-R03-C31,119.08,3.88,C
10,SA919X7XB05588-A98299A-R03-C39,255.83,3.9,C
10,SA919X7XB05588-A98299A-R03-C46,295.17,3.88,C
10,SA919X7XB05588-A98299A-R03-C47,166.63,2.93,B
10,SA919X7XB05588-A98299A-R03-C48,161.76,3.87,C
10,SA919X7XB05588-A98299A-R03-C49,246.35,4.01,C
10,SA919X7XB05588-A98299A-R03-C52,177.84,3.93,C
10,SA919X7XB05588-A98299A-R03-C56,286.29,3.89,C
10,SA919X7XB05588-A98299A-R03-C59,195.59,3.91,C
10,SA919X7XB05588-A98299A-R03-C60,258.7,3.91,C
10,SA919X7XB05588-A98299A-R03-C67,271.52,3.8,C
10,SA919X7XB05588-A98299A-R03-C68,286.24,3.93,C
10,SA919X7XB05588-A98299A-R03-C70,242.32,3.97,C
10,SA919X7XB05588-A98299A-R04-C08,294.63,3.92,C
10,SA919X7XB05588-A98299A-R04-C09,305.33,3.89,C
10,SA919X7XB05588-A98299A-R04-C13,457.65,3.84,C
10,SA919X7XB05588-A98299A-R04-C14,304.73,3.87,C
10,SA919X7XB05588-A98299A-R04-C15,283.41,3.95,C
10,SA919X7XB05588-A98299A-R04-C17,233.94,3.8,C
10,SA919X7XB05588-A98299A-R04-C22,224.19,3.93,C
10,SA919X7XB05588-A98299A-R04-C25,302.49,3.95,C
10,SA919X7XB05588-A98299A-R04-C39,271.83,3.81,C
10,SA919X7XB05588-A98299A-R04-C40,287.62,3.99,C
10,SA919X7XB05588-A98299A-R04-C41,311.95,3.98,C
10,SA919X7XB05588-A98299A-R04-C44,298.48,3.89,C
10,SA919X7XB05588-A98299A-R04-C48,225.35,3.03,A
10,SA919X7XB05588-A98299A-R04-C49,252.02,3.87,C
10,SA919X7XB05588-A98299A-R04-C56,288.33,3.96,C
10,SA919X7XB05588-A98299A-R04-C57,307.52,3.88,C
10,SA919X7XB05588-A98299A-R04-C60,303.33,3.78,C
10,SA919X7XB05588-A98299A-R04-C61,334.86,4.05,C
10,SA919X7XB05588-A98299A-R04-C63,290.54,3.93,C
10,SA919X7XB05588-A98299A-R05-C08,287.13,3.87,C
10,SA919X7XB05588-A98299A-R05-C11,264.29,3.9,C
10,SA919X7XB05588-A98299A-R05-C14,292.92,3.85,C
10,SA919X7XB05588-A98299A-R05-C15,303.17,3.97,C
10,SA919X7XB05588-A98299A-R05-C19,292.27,3.88,C
10,SA919X7XB05588-A98299A-R05-C21,303.6,3.93,C
10,SA919X7XB05588-A98299A-R05-C22,273.29,3.87,C
10,SA919X7XB05588-A98299A-R05-C24,326.35,3.96,C
10,SA919X7XB05588-A98299A-R05-C33,211.35,4.01,C
10,SA919X7XB05588-A98299A-R05-C35,348.3,3.99,C
10,SA919X7XB05588-A98299A-R05-C36,305.6,3.88,C
10,SA919X7XB05588-A98299A-R05-C39,321.62,3.83,C
10,SA919X7XB05588-A98299A-R05-C40,279.79,3.9,C
10,SA919X7XB05588-A98299A-R05-C48,286.48,3.89,C
10,SA919X7XB05588-A98299A-R05-C49,263.92,3.96,C
10,SA919X7XB05588-A98299A-R05-C51,331.19,4.02,C
10,SA919X7XB05588-A98299A-R05-C52,257.78,3.93,C
10,SA919X7XB05588-A98299A-R05-C57,311.22,3.91,C
10,SA919X7XB05588-A98299A-R05-C60,455.11,3.97,C
10,SA919X7XB05588-A98299A-R05-C67,307.33,3.76,C
10,SA919X7XB05588-A98299A-R05-C69,301.08,3.89,C
10,SA919X7XB05588-A98299A-R06-C16,271.63,3.85,C
10,SA919X7XB05588-A98299A-R06-C21,254.3,3.93,C
10,SA919X7XB05588-A98299A-R06-C25,293.98,3.9,C
10,SA919X7XB05588-A98299A-R06-C29,256.83,3.96,C
10,SA919X7XB05588-A98299A-R06-C35,260.25,3.96,C
10,SA919X7XB05588-A98299A-R06-C37,258.03,3.95,C
10,SA919X7XB05588-A98299A-R06-C38,138.95,4.01,C
10,SA919X7XB05588-A98299A-R06-C51,292.7,3.96,C
10,SA919X7XB05588-A98299A-R06-C59,245.98,3.73,C
10,SA919X7XB05588-A98299A-R06-C60,289.98,4.08,C
10,SA919X7XB05588-A98299A-R06-C61,292.63,3.98,C
10,SA919X7XB05588-A98299A-R06-C64,268.54,3.81,C
10,SA919X7XB05588-A98299A-R07-C14,289.25,3.92,C
10,SA919X7XB05588-A98299A-R07-C19,240.75,3.98,C
10,SA919X7XB05588-A98299A-R07-C25,301.33,3.92,C
10,SA919X7XB05588-A98299A-R07-C28,264.73,3.85,C
10,SA919X7XB05588-A98299A-R07-C31,268.78,3.8,C
10,SA919X7XB05588-A98299A-R07-C32,259.68,3.85,C
10,SA919X7XB05588-A98299A-R07-C36,207.57,4,C
10,SA919X7XB05588-A98299A-R07-C39,278.65,3.96,B
10,SA919X7XB05588-A98299A-R07-C46,287.35,4.01,C
10,SA919X7XB05588-A98299A-R07-C48,273.3,3.97,C
10,SA919X7XB05588-A98299A-R07-C54,273.52,3.98,C
10,SA919X7XB05588-A98299A-R07-C61,343.33,3.82,C
10,SA919X7XB05588-A98299A-R07-C63,284.98,3.82,C
10,SA919X7XB05588-A98299A-R08-C07,279.19,3.9,C
10,SA919X7XB05588-A98299A-R08-C09,287.65,3.84,C
10,SA919X7XB05588-A98299A-R08-C13,334.87,3.87,C
10,SA919X7XB05588-A98299A-R08-C17,288.7,3.92,C
10,SA919X7XB05588-A98299A-R08-C19,250.14,3.88,C
10,SA919X7XB05588-A98299A-R08-C23,258.68,4.04,C
10,SA919X7XB05588-A98299A-R08-C24,307.4,3.86,C
10,SA919X7XB05588-A98299A-R08-C28,282.59,3.98,C
10,SA919X7XB05588-A98299A-R08-C30,297.76,3.81,C
10,SA919X7XB05588-A98299A-R08-C31,293.89,3.9,C
10,SA919X7XB05588-A98299A-R08-C33,206.83,3.87,C
10,SA919X7XB05588-A98299A-R08-C36,241.21,3.83,C
10,SA919X7XB05588-A98299A-R08-C37,290.98,3.89,C
10,SA919X7XB05588-A98299A-R08-C39,294.35,3.88,C
10,SA919X7XB05588-A98299A-R08-C41,280.7,3.88,C
10,SA919X7XB05588-A98299A-R08-C46,295.29,4.01,C
10,SA919X7XB05588-A98299A-R08-C51,318.56,3.92,C
10,SA919X7XB05588-A98299A-R08-C52,228.17,3.99,C
10,SA919X7XB05588-A98299A-R08-C63,298.86,3.8,C
10,SA919X7XB05588-A98299A-R09-C08,223.1,4,C
10,SA919X7XB05588-A98299A-R09-C09,240.81,3.93,C
10,SA919X7XB05588-A98299A-R09-C11,224.1,3.96,C
10,SA919X7XB05588-A98299A-R09-C12,196.3,3.89,C
10,SA919X7XB05588-A98299A-R09-C13,304.67,3.89,C
10,SA919X7XB05588-A98299A-R09-C15,209.3,4.18,C
10,SA919X7XB05588-A98299A-R09-C19,216.6,3.93,C
10,SA919X7XB05588-A98299A-R09-C20,160.76,3.82,C
10,SA919X7XB05588-A98299A-R09-C23,229.17,3.88,C
10,SA919X7XB05588-A98299A-R09-C25,267.9,3.96,C
10,SA919X7XB05588-A98299A-R09-C30,224.79,3.92,C
10,SA919X7XB05588-A98299A-R09-C40,225.52,3.96,C
10,SA919X7XB05588-A98299A-R09-C43,365.08,3.88,C
10,SA919X7XB05588-A98299A-R09-C44,244.95,3.89,C
10,SA919X7XB05588-A98299A-R09-C48,306.43,4.01,C
10,SA919X7XB05588-A98299A-R09-C52,247,3.96,C
10,SA919X7XB05588-A98299A-R09-C59,237.68,4.07,C
10,SA919X7XB05588-A98299A-R09-C61,280.16,3.86,C
10,SA919X7XB05588-A98299A-R09-C67,278.14,4,C
10,SA919X7XB05588-A98299A-R09-C68,123.78,3.75,C
10,SA919X7XB05588-A98299A-R09-C69,216.68,3.88,C
10,SA919X7XB05588-A98299A-R10-C20,199.68,3.84,C
10,SA919X7XB05588-A98299A-R10-C22,217.81,3.74,C
10,SA919X7XB05588-A98299A-R10-C24,311.6,3.91,C
10,SA919X7XB05588-A98299A-R10-C33,177.33,3.88,C
10,SA919X7XB05588-A98299A-R10-C35,313.02,3.87,C
10,SA919X7XB05588-A98299A-R10-C36,263.13,3.99,C
10,SA919X7XB05588-A98299A-R10-C38,148.32,3.85,C
10,SA919X7XB05588-A98299A-R10-C40,292.16,3.88,C
