,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,g_ID,Gene.name
1938,1.20E+03,3.1656371,1.0710914,2.955525,3.12E-03,1.81E-02,ENSG00000157045,NTAN1
2401,7.34E+02,3.1566668,0.3585584,8.803774,1.32E-18,2.14E-16,ENSG00000170906,NDUFA3
225,9.46E+01,3.1546779,0.9917522,3.180913,1.47E-03,1.01E-02,ENSG00000070182,SPTB
3032,1.97E+02,3.1416898,0.7079135,4.437957,9.08E-06,1.53E-04,ENSG00000197927,C2orf27A
197,3.59E+02,3.1382258,0.4876037,6.436017,1.23E-10,6.91E-09,ENSG00000066336,SPI1
2093,1.56E+02,3.137486,0.6984945,4.491783,7.06E-06,1.24E-04,ENSG00000163157,TMOD4
2842,4.94E+03,3.1358463,0.8354414,3.75352,1.74E-04,1.77E-03,ENSG00000185825,BCAP31
724,1.02E+03,3.1354727,0.4454691,7.038586,1.94E-12,1.49E-10,ENSG00000108515,ENO3
732,8.68E+01,3.1339483,0.882098,3.552835,3.81E-04,3.39E-03,ENSG00000108950,FAM20A
3328,8.49E+01,3.1339474,1.1655905,2.688721,7.17E-03,3.48E-02,ENSG00000244242,IFITM10
2787,1.53E+02,3.1299749,0.774661,4.040445,5.33E-05,6.77E-04,ENSG00000184347,SLIT3
309,4.99E+01,3.1259455,1.1823844,2.643764,8.20E-03,3.87E-02,ENSG00000082074,FYB1
2891,1.17E+02,3.1241026,0.9717008,3.215087,1.30E-03,9.22E-03,ENSG00000187608,ISG15
1703,8.81E+01,3.107925,0.9521726,3.264036,1.10E-03,8.06E-03,ENSG00000144824,PHLDB2
2593,1.64E+03,3.1009682,0.3230657,9.598568,8.11E-22,1.75E-19,ENSG00000176945,MUC20
1100,2.13E+02,3.0957852,0.6107132,5.069131,4.00E-07,1.01E-05,ENSG00000125046,SSUH2
2793,1.59E+02,3.0899678,0.6850482,4.510585,6.46E-06,1.15E-04,ENSG00000184557,SOCS3
2434,5.36E+01,3.0846575,1.1310164,2.727332,6.38E-03,3.18E-02,ENSG00000171860,C3AR1
233,3.91E+02,3.0727266,0.5062995,6.06899,1.29E-09,5.92E-08,ENSG00000070961,ATP2B1
2224,1.05E+02,3.0719925,0.886212,3.466431,5.27E-04,4.42E-03,ENSG00000166278,C2
567,2.37E+02,3.0629467,0.8521261,3.594476,3.25E-04,2.98E-03,ENSG00000103355,PRSS33
1751,1.99E+02,3.0602532,0.8691517,3.520966,4.30E-04,3.74E-03,ENSG00000147099,HDAC8
1315,6.65E+01,3.0545617,0.997917,3.060938,2.21E-03,1.38E-02,ENSG00000132718,SYT11
665,2.47E+02,3.0518215,0.865055,3.527893,4.19E-04,3.66E-03,ENSG00000106483,SFRP4
3000,6.31E+01,3.0418112,0.959717,3.169488,1.53E-03,1.04E-02,ENSG00000197245,FAM110D
885,2.41E+02,3.0376508,0.6291638,4.828076,1.38E-06,3.02E-05,ENSG00000115355,CCDC88A
2727,4.56E+02,3.0310511,0.5276866,5.744036,9.24E-09,3.49E-07,ENSG00000182372,CLN8
2884,1.71E+02,3.0295174,0.6687194,4.530327,5.89E-06,1.06E-04,ENSG00000187288,CIDEC
2569,1.99E+02,3.0238246,0.7703368,3.925328,8.66E-05,1.01E-03,ENSG00000176020,AMIGO3
1379,7.98E+02,3.0099455,0.4010779,7.50464,6.16E-14,5.76E-12,ENSG00000134899,ERCC5
372,4.11E+01,3.0049304,1.1694742,2.569471,1.02E-02,4.58E-02,ENSG00000089169,RPH3A
3113,1.62E+03,3.0002461,0.3817841,7.85849,3.89E-15,4.41E-13,ENSG00000204264,PSMB8
