baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,symbol,chr,copy_number_state_cloneA,copy_number_state_cloneB,copy_number_state_cloneC,gene_type,description
215.79,1.67,0.64,2.59,0.00957762266350623,0.0788182015385968,ENSG00000107201,DDX58,9,4,4,4,trans_gene,A Metastasis vs. A Primary
196.55,-1.15,0.58,-1.98,0.0474587333314491,0.176964266867455,ENSG00000107742,SPOCK2,10,2,2,2,trans_gene,A Metastasis vs. A Primary
44.38,1.37,0.63,2.17,0.0296837968894921,,ENSG00000107954,NEURL1,10,2,2,2,trans_gene,A Metastasis vs. A Primary
84.04,1.9,0.61,3.12,0.00182287828195582,,ENSG00000108001,EBF3,10,2,2,2,trans_gene,A Metastasis vs. A Primary
7169.07,1.09,0.23,4.66,3.16468487112565e-06,0.000810947093269606,ENSG00000108256,NUFIP2,17,2,2,2,trans_gene,A Metastasis vs. A Primary
2027.02,-4.62,0.44,-10.55,5.25265670485538e-26,3.141613975174e-22,ENSG00000108679,LGALS3BP,17,2,2,2,trans_gene,A Metastasis vs. A Primary
592.89,12.02,3.71,3.24,0.00119445001137692,0.0286848206688753,ENSG00000109061,MYH1,17,2,2,2,trans_gene,A Metastasis vs. A Primary
1623.62,1.6,0.25,6.44,1.15899972712696e-10,2.77279094717853e-07,ENSG00000110172,CHORDC1,11,2,2,2,trans_gene,A Metastasis vs. A Primary
15555.01,-1.05,0.33,-3.22,0.00129672775979889,0.0296722368984242,ENSG00000110492,MDK,11,2,2,2,trans_gene,A Metastasis vs. A Primary
697.3,1.45,0.44,3.33,0.000878825209096657,0.0243909678682464,ENSG00000110723,EXPH5,11,2,2,2,trans_gene,A Metastasis vs. A Primary
831.53,-1.08,0.33,-3.29,0.00100436570042026,0.0263469791851473,ENSG00000111319,SCNN1A,12,3,3,3,trans_gene,A Metastasis vs. A Primary
1121.89,-1.2,0.37,-3.23,0.00125445971508717,0.0293469813396086,ENSG00000111678,C12orf57,12,3,3,3,trans_gene,A Metastasis vs. A Primary
397.93,1.04,0.32,3.24,0.00118165331390538,0.0286848206688753,ENSG00000111727,HCFC2,12,2,2,2,trans_gene,A Metastasis vs. A Primary
134.95,1.36,0.39,3.44,0.000575277233569836,,ENSG00000111837,MAK,6,3,3,3,trans_gene,A Metastasis vs. A Primary
972.89,1.12,0.24,4.69,2.737977825002e-06,0.000761667226573811,ENSG00000112186,CAP2,6,3,3,3,trans_gene,A Metastasis vs. A Primary
344.65,1.04,0.28,3.64,0.000267494401013336,0.0124990938473497,ENSG00000112218,GPR63,6,3,3,3,trans_gene,A Metastasis vs. A Primary
1885.62,-1.02,0.33,-3.09,0.00198012119653522,0.0357258065655419,ENSG00000112667,DNPH1,6,3,3,3,trans_gene,A Metastasis vs. A Primary
114.46,1.11,0.44,2.49,0.0127122544648921,,ENSG00000112706,IMPG1,6,3,3,3,trans_gene,A Metastasis vs. A Primary
15.92,2.86,1.35,2.12,0.0338523977358953,,ENSG00000112782,CLIC5,6,3,3,3,trans_gene,A Metastasis vs. A Primary
506.59,1.1,0.31,3.56,0.000370076627797328,0.0146800062143811,ENSG00000112837,TBX18,6,3,3,3,trans_gene,A Metastasis vs. A Primary
258.44,1.4,0.45,3.09,0.00197505302089849,0.0356881937099512,ENSG00000112893,MAN2A1,5,1,1,1,trans_gene,A Metastasis vs. A Primary
159.69,-2.51,0.54,-4.66,3.23070047901245e-06,,ENSG00000113319,RASGRF2,5,1,1,1,trans_gene,A Metastasis vs. A Primary
73.66,1.05,0.52,2.01,0.0444835022957009,,ENSG00000113532,ST8SIA4,5,1,1,1,trans_gene,A Metastasis vs. A Primary
1042.53,1.04,0.27,3.92,8.98842174822456e-05,0.00702741836289295,ENSG00000113580,NR3C1,5,2,2,2,trans_gene,A Metastasis vs. A Primary
1112.53,1.03,0.27,3.8,0.000144798664898055,0.00889162586320481,ENSG00000113615,SEC24A,5,1,1,1,trans_gene,A Metastasis vs. A Primary
1651.56,1.05,0.27,3.92,8.92849653499049e-05,0.00702649181260238,ENSG00000114127,XRN1,3,2,2,2,trans_gene,A Metastasis vs. A Primary
1330.89,1.16,0.37,3.14,0.0017117194128472,0.0335548786394349,ENSG00000114450,GNB4,3,2,2,2,trans_gene,A Metastasis vs. A Primary
476.83,1.61,0.36,4.44,9.02840441611348e-06,0.00161190706903805,ENSG00000114670,NEK11,3,2,2,2,trans_gene,A Metastasis vs. A Primary
341.26,1.28,0.53,2.42,0.0154808538717406,0.0995225775914073,ENSG00000114853,ZBTB47,3,2,2,2,trans_gene,A Metastasis vs. A Primary
16809.64,-1.01,0.38,-2.7,0.00691726503383758,0.0681445111520911,ENSG00000115268,RPS15,19,2,2,2,trans_gene,A Metastasis vs. A Primary
2237.12,1.07,0.21,5.12,3.11529877326802e-07,0.000229476240216143,ENSG00000115339,GALNT3,2,2,2,2,trans_gene,A Metastasis vs. A Primary
436.76,-1.74,0.39,-4.53,5.96125957013973e-06,0.0012510278417195,ENSG00000115457,IGFBP2,2,2,2,2,trans_gene,A Metastasis vs. A Primary
100.53,-1.11,0.47,-2.34,0.0192355301466218,,ENSG00000115525,ST3GAL5,2,2,2,2,trans_gene,A Metastasis vs. A Primary
164.68,1.12,0.46,2.43,0.0149088653438943,0.0982152885108216,ENSG00000115896,PLCL1,2,2,2,2,trans_gene,A Metastasis vs. A Primary
3731.31,1.14,0.29,3.95,7.8848141100413e-05,0.00672000800366603,ENSG00000115904,SOS1,2,2,2,2,trans_gene,A Metastasis vs. A Primary
2082.06,1.06,0.27,4,6.40315149012467e-05,0.00593755799417607,ENSG00000115966,ATF2,2,2,2,2,trans_gene,A Metastasis vs. A Primary
39.29,2.77,0.94,2.95,0.0031299023953349,,ENSG00000116194,ANGPTL1,1,5,5,5,trans_gene,A Metastasis vs. A Primary
2857.98,1.19,0.26,4.58,4.76034734670713e-06,0.00105661126985968,ENSG00000116406,EDEM3,1,4,4,4,trans_gene,A Metastasis vs. A Primary
11883.16,1.05,0.32,3.32,0.000895665564845836,0.0245128533291737,ENSG00000116539,ASH1L,1,5,5,5,trans_gene,A Metastasis vs. A Primary
297.71,1.22,0.32,3.85,0.000117617875994822,0.00777319837945924,ENSG00000116675,DNAJC6,1,2,2,2,trans_gene,A Metastasis vs. A Primary
18.4,7.02,1.75,4,6.22662618827517e-05,,ENSG00000116690,PRG4,1,4,4,4,trans_gene,A Metastasis vs. A Primary
8.35,5.88,2.24,2.63,0.00853593638772326,,ENSG00000116748,AMPD1,1,2,2,2,trans_gene,A Metastasis vs. A Primary
1023.22,1.13,0.26,4.44,9.17640265597122e-06,0.00161423718486364,ENSG00000117533,VAMP4,1,5,5,5,trans_gene,A Metastasis vs. A Primary
1645.09,1.04,0.22,4.66,3.18629939672893e-06,0.000810947093269606,ENSG00000117620,SLC35A3,1,2,2,2,trans_gene,A Metastasis vs. A Primary
104.9,1.04,0.51,2.02,0.0435927294308126,,ENSG00000117707,PROX1,1,4,4,4,trans_gene,A Metastasis vs. A Primary
92.78,1,0.45,2.24,0.0253103026332754,,ENSG00000118596,SLC16A7,12,2,2,2,trans_gene,A Metastasis vs. A Primary
52.35,1.2,0.6,1.99,0.0470325299702206,,ENSG00000118733,OLFM3,1,2,2,2,trans_gene,A Metastasis vs. A Primary
220.11,1.1,0.37,2.97,0.00299238803085339,0.0442829239610518,ENSG00000119508,NR4A3,9,3,3,3,trans_gene,A Metastasis vs. A Primary
200.08,1.81,0.38,4.78,1.74783649533912e-06,0.000622835806054888,ENSG00000119547,ONECUT2,18,2,2,2,trans_gene,A Metastasis vs. A Primary
175.19,1.16,0.38,3.07,0.00216615934721683,0.0372476898580473,ENSG00000119737,GPR75,2,2,2,2,trans_gene,A Metastasis vs. A Primary
34.44,-1.9,0.92,-2.07,0.0386278557723866,,ENSG00000119938,PPP1R3C,10,2,2,2,trans_gene,A Metastasis vs. A Primary
4189.07,1,0.29,3.4,0.000666478296675647,0.0204420856021387,ENSG00000120137,PANK3,5,2,2,2,trans_gene,A Metastasis vs. A Primary
68.71,1.88,0.7,2.7,0.0069341658112858,,ENSG00000120322,PCDHB8,5,2,2,2,trans_gene,A Metastasis vs. A Primary
8324.46,1.21,0.25,4.74,2.11893430555542e-06,0.000649915183668048,ENSG00000120694,HSPH1,13,2,2,2,trans_gene,A Metastasis vs. A Primary
911.48,1.1,0.25,4.46,8.04034377562314e-06,0.00155033772028838,ENSG00000121274,PAPD5,16,2,2,2,trans_gene,A Metastasis vs. A Primary
128.08,1.57,0.59,2.65,0.00802964307953325,,ENSG00000122367,LDB3,10,2,2,2,trans_gene,A Metastasis vs. A Primary
1366.24,1.17,0.25,4.64,3.4276705414433e-06,0.000854204062848848,ENSG00000122435,TRMT13,1,2,2,2,trans_gene,A Metastasis vs. A Primary
854.51,1.01,0.25,4.1,4.20200976886717e-05,0.00434909170298733,ENSG00000122591,FAM126A,7,2,3,3,trans_gene,A Metastasis vs. A Primary
223.78,1.27,0.4,3.16,0.00156195985588172,0.032409764218425,ENSG00000123096,SSPN,12,2,2,2,trans_gene,A Metastasis vs. A Primary
723.84,1.27,0.32,3.97,7.31730163082702e-05,0.00648367126725576,ENSG00000123552,USP45,6,3,3,3,trans_gene,A Metastasis vs. A Primary
339.06,-1.23,0.31,-4,6.29054025530006e-05,0.00587870644796088,ENSG00000124102,PI3,20,2,2,2,trans_gene,A Metastasis vs. A Primary
278.52,1.02,0.36,2.88,0.00403374495158955,0.0524474533814285,ENSG00000124406,ATP8A1,4,2,2,2,trans_gene,A Metastasis vs. A Primary
81.52,-1.79,0.62,-2.86,0.00417509093382446,,ENSG00000125148,MT2A,16,2,2,2,trans_gene,A Metastasis vs. A Primary
129.28,8.37,2.72,3.08,0.00209224874722514,,ENSG00000125414,MYH2,17,2,2,2,trans_gene,A Metastasis vs. A Primary
497.76,1.14,0.42,2.69,0.00716511753192822,0.0694563500137159,ENSG00000125447,GGA3,17,2,2,2,trans_gene,A Metastasis vs. A Primary
51.17,2.03,0.73,2.78,0.00545968246585186,,ENSG00000125551,PLGLB2,2,2,2,2,trans_gene,A Metastasis vs. A Primary
2507.51,-1.12,0.37,-3.06,0.00217762193458415,0.037372616329262,ENSG00000125743,SNRPD2,19,2,2,2,trans_gene,A Metastasis vs. A Primary
687.41,1.01,0.35,2.89,0.00387489971324317,0.0511042451706889,ENSG00000125885,MCM8,20,2,2,2,trans_gene,A Metastasis vs. A Primary
472.35,-1.05,0.45,-2.36,0.0182840963250408,0.10794556218915,ENSG00000125995,ROMO1,20,2,2,2,trans_gene,A Metastasis vs. A Primary
2163.01,-1.08,0.41,-2.63,0.00862232083212214,0.0752848188276241,ENSG00000126267,COX6B1,19,2,2,2,trans_gene,A Metastasis vs. A Primary
170.64,1.17,0.45,2.58,0.00999466758815783,0.0803557507790739,ENSG00000126821,SGPP1,14,1,1,1,trans_gene,A Metastasis vs. A Primary
129.42,-1.27,0.58,-2.17,0.0301781098793246,,ENSG00000127252,HRASLS,3,2,2,2,trans_gene,A Metastasis vs. A Primary
8.17,-4.32,1.95,-2.22,0.0266781018886407,,ENSG00000127920,GNG11,7,2,3,3,trans_gene,A Metastasis vs. A Primary
816.12,-1.17,0.46,-2.57,0.0102471574793073,0.0806424327417593,ENSG00000128271,ADORA2A,22,2,2,2,trans_gene,A Metastasis vs. A Primary
307.07,1.9,0.68,2.78,0.00547587778368877,0.0602044577651517,ENSG00000128591,FLNC,7,2,3,3,trans_gene,A Metastasis vs. A Primary
1144.66,1.32,0.39,3.42,0.00062892559461872,0.019902666568331,ENSG00000128915,ICE2,15,2,2,2,trans_gene,A Metastasis vs. A Primary
113.61,3.78,0.82,4.61,4.01705108234932e-06,,ENSG00000128918,ALDH1A2,15,1,1,1,trans_gene,A Metastasis vs. A Primary
1501.54,1.01,0.27,3.75,0.000175160563878445,0.0100734166592018,ENSG00000129003,VPS13C,15,2,2,2,trans_gene,A Metastasis vs. A Primary
28.51,6.19,1.83,3.38,0.00071928794196755,,ENSG00000129170,CSRP3,11,2,2,2,trans_gene,A Metastasis vs. A Primary
778.03,1.28,0.3,4.26,2.06548847141756e-05,0.00300255449450686,ENSG00000129317,PUS7L,12,2,2,2,trans_gene,A Metastasis vs. A Primary
449.03,-1.19,0.53,-2.25,0.0243020949044684,0.123808202405132,ENSG00000129521,EGLN3,14,1,1,1,trans_gene,A Metastasis vs. A Primary
291.71,1.15,0.4,2.89,0.00387208856736077,0.0511042451706889,ENSG00000129675,ARHGEF6,X,2,2,2,trans_gene,A Metastasis vs. A Primary
242.69,-1.78,0.5,-3.55,0.000382985979386461,0.015004372133367,ENSG00000129951,PLPPR3,19,2,2,2,trans_gene,A Metastasis vs. A Primary
10332.04,-1.18,0.44,-2.69,0.00718933211733547,0.0695220620756401,ENSG00000130255,RPL36,19,2,2,2,trans_gene,A Metastasis vs. A Primary
17.75,2.24,1.03,2.17,0.0302123052622927,,ENSG00000130377,ACSBG2,19,2,2,2,trans_gene,A Metastasis vs. A Primary
297.91,-1.27,0.3,-4.26,2.08787650861819e-05,0.00300255449450686,ENSG00000130513,GDF15,19,2,2,2,trans_gene,A Metastasis vs. A Primary
143.65,6.51,2.13,3.05,0.00227946546602766,,ENSG00000130595,TNNT3,11,2,2,2,trans_gene,A Metastasis vs. A Primary
73.1,4.16,0.93,4.49,6.99854678626948e-06,,ENSG00000130598,TNNI2,11,2,2,2,trans_gene,A Metastasis vs. A Primary
69.38,-1.2,0.51,-2.35,0.0189765669294206,,ENSG00000130876,SLC7A10,19,2,2,2,trans_gene,A Metastasis vs. A Primary
957.24,-1.16,0.4,-2.91,0.00356159413755342,0.0487860752557592,ENSG00000131495,NDUFA2,5,2,2,2,trans_gene,A Metastasis vs. A Primary
166.98,1.11,0.36,3.1,0.00193964252613774,0.0353689083805787,ENSG00000131634,TMEM204,16,3,3,3,trans_gene,A Metastasis vs. A Primary
3996.37,1.07,0.32,3.32,0.000909411967054543,0.0245128533291737,ENSG00000132549,VPS13B,8,7,7,7,trans_gene,A Metastasis vs. A Primary
59.42,8.71,4.39,1.98,0.047243474220793,,ENSG00000133020,MYH8,17,2,2,2,trans_gene,A Metastasis vs. A Primary
82.1,1.85,0.73,2.53,0.0115072234858138,,ENSG00000133055,MYBPH,1,4,4,4,trans_gene,A Metastasis vs. A Primary
31.27,2.39,0.96,2.5,0.0125353908141908,,ENSG00000133083,DCLK1,13,2,2,2,trans_gene,A Metastasis vs. A Primary
2313.91,1.02,0.28,3.64,0.000269665123558374,0.0125266820054932,ENSG00000134318,ROCK2,2,2,2,2,trans_gene,A Metastasis vs. A Primary
60.26,2.25,0.86,2.62,0.00870633011773792,,ENSG00000134817,APLNR,11,2,2,2,trans_gene,A Metastasis vs. A Primary
1474.35,-1.08,0.4,-2.72,0.00647806829067688,0.0656700448246414,ENSG00000134825,TMEM258,11,2,2,2,trans_gene,A Metastasis vs. A Primary
211.28,1.68,0.52,3.24,0.001190751511886,0.0286848206688753,ENSG00000135679,MDM2,12,2,2,2,trans_gene,A Metastasis vs. A Primary
1168.78,-1.06,0.45,-2.37,0.0176043050015332,0.105396744959129,ENSG00000135744,AGT,1,5,5,5,trans_gene,A Metastasis vs. A Primary
140.31,1.36,0.58,2.35,0.0186826103732252,,ENSG00000135905,DOCK10,2,2,2,2,trans_gene,A Metastasis vs. A Primary
64.65,1.76,0.83,2.11,0.0350223759314431,,ENSG00000136546,SCN7A,2,2,2,2,trans_gene,A Metastasis vs. A Primary
14732.03,-1.17,0.4,-2.88,0.00397849867923092,0.0520118045912134,ENSG00000136942,RPL35,9,3,3,3,trans_gene,A Metastasis vs. A Primary
374.43,1.16,0.34,3.45,0.000565460603637151,0.0185825267601857,ENSG00000136944,LMX1B,9,3,3,3,trans_gene,A Metastasis vs. A Primary
201.32,1.92,0.4,4.81,1.54458789929033e-06,0.000622835806054888,ENSG00000137033,IL33,9,4,4,4,trans_gene,A Metastasis vs. A Primary
1710.55,1.18,0.36,3.27,0.00106569528532887,0.0271230787300083,ENSG00000137145,DENND4C,9,4,4,4,trans_gene,A Metastasis vs. A Primary
2133,-1.35,0.39,-3.41,0.000641898155546704,0.0199919686075038,ENSG00000137331,IER3,6,3,3,3,trans_gene,A Metastasis vs. A Primary
282.2,2.1,0.35,6.01,1.80892756920842e-09,3.09119879755302e-06,ENSG00000137558,PI15,8,2,2,2,trans_gene,A Metastasis vs. A Primary
1112.12,1.09,0.35,3.1,0.00196395550225924,0.0355952056333713,ENSG00000137802,MAPKBP1,15,1,1,1,trans_gene,A Metastasis vs. A Primary
415.87,1.01,0.42,2.42,0.0155075964119911,0.0995225775914073,ENSG00000137812,KNL1,15,1,1,1,trans_gene,A Metastasis vs. A Primary
464.65,-1.2,0.33,-3.59,0.000329535986780225,0.0141510046338179,ENSG00000137868,STRA6,15,2,2,2,trans_gene,A Metastasis vs. A Primary
940.33,1.28,0.24,5.46,4.87209161960441e-08,5.29817817760981e-05,ENSG00000137941,TTLL7,1,2,2,2,trans_gene,A Metastasis vs. A Primary
40.88,1.34,0.66,2.04,0.041406679243131,,ENSG00000138379,MSTN,2,2,2,2,trans_gene,A Metastasis vs. A Primary
370.85,1.08,0.38,2.81,0.00500461107728483,0.0576180536154776,ENSG00000138411,HECW2,2,2,2,2,trans_gene,A Metastasis vs. A Primary
70.92,3.49,0.9,3.89,9.98113613589577e-05,,ENSG00000138435,CHRNA1,2,2,2,2,trans_gene,A Metastasis vs. A Primary
531.46,1.01,0.31,3.28,0.00102708529428351,0.0265930612342411,ENSG00000138641,HERC3,4,2,2,2,trans_gene,A Metastasis vs. A Primary
528.93,1.35,0.45,3.01,0.00260168746516648,0.0413298611664295,ENSG00000138758,SEPT11,4,2,2,2,trans_gene,A Metastasis vs. A Primary
242.92,1.5,0.59,2.53,0.0114424091870417,0.0853841938651475,ENSG00000138767,CNOT6L,4,2,2,2,trans_gene,A Metastasis vs. A Primary
166.61,1.15,0.41,2.79,0.00534435286251398,0.0595798219397878,ENSG00000139133,ALG10,12,2,2,2,trans_gene,A Metastasis vs. A Primary
1713.6,1.02,0.21,4.8,1.60115814568332e-06,0.000622835806054888,ENSG00000139324,TMTC3,12,2,2,2,trans_gene,A Metastasis vs. A Primary
2138.51,1.02,0.27,3.86,0.000115572568577021,0.00776685334651619,ENSG00000139687,RB1,13,2,2,2,trans_gene,A Metastasis vs. A Primary
437.23,1.46,0.39,3.7,0.000212824999825151,0.0110208339736297,ENSG00000140199,SLC12A6,15,2,2,2,trans_gene,A Metastasis vs. A Primary
1355.98,1.08,0.28,3.89,9.91823442538291e-05,0.00746175598719688,ENSG00000140848,CPNE2,16,2,2,2,trans_gene,A Metastasis vs. A Primary
82.37,1,0.47,2.12,0.0336053489082132,,ENSG00000141449,GREB1L,18,2,2,2,trans_gene,A Metastasis vs. A Primary
15.73,-2.64,1.23,-2.14,0.0319961768535249,,ENSG00000142698,C1orf94,1,1,1,1,trans_gene,A Metastasis vs. A Primary
59.78,2.93,0.88,3.34,0.000848130025226597,,ENSG00000143318,CASQ1,1,5,5,5,trans_gene,A Metastasis vs. A Primary
595.65,1.86,0.51,3.64,0.000275923588868169,0.0127031681747204,ENSG00000143632,ACTA1,1,5,5,5,trans_gene,A Metastasis vs. A Primary
1495.82,1.22,0.26,4.72,2.30739121669902e-06,0.000681347200584942,ENSG00000143669,LYST,1,5,5,5,trans_gene,A Metastasis vs. A Primary
62.64,1.08,0.55,1.96,0.0499955444717477,,ENSG00000143858,SYT2,1,4,4,4,trans_gene,A Metastasis vs. A Primary
2169.85,1.18,0.34,3.49,0.000480402623586301,0.0169515521632429,ENSG00000143970,ASXL2,2,2,2,2,trans_gene,A Metastasis vs. A Primary
542.74,1.62,0.39,4.16,3.16866628258488e-05,0.00382864505780609,ENSG00000144426,NBEAL1,2,2,2,2,trans_gene,A Metastasis vs. A Primary
780.44,1.03,0.26,3.97,7.21128812972988e-05,0.00643742004536036,ENSG00000144445,KANSL1L,2,2,2,2,trans_gene,A Metastasis vs. A Primary
833.49,1.05,0.48,2.21,0.0274530691872086,0.131642752405069,ENSG00000144810,COL8A1,3,2,2,2,trans_gene,A Metastasis vs. A Primary
238.27,1.02,0.52,1.96,0.0499452851718719,0.18079906876097,ENSG00000144824,PHLDB2,3,2,2,2,trans_gene,A Metastasis vs. A Primary
755.72,1,0.26,3.85,0.000116044258340957,0.00776685334651619,ENSG00000145416,MARCH1,4,2,2,2,trans_gene,A Metastasis vs. A Primary
1725.18,-1.04,0.38,-2.75,0.00598893023156154,0.0629394201244585,ENSG00000145494,NDUFS6,5,3,3,4,trans_gene,A Metastasis vs. A Primary
18190.81,-1.05,0.36,-2.94,0.00332205978115003,0.046780811266238,ENSG00000145592,RPL37,5,3,3,4,trans_gene,A Metastasis vs. A Primary
431.05,1.01,0.36,2.85,0.00444002714776427,0.0544422969808584,ENSG00000145623,OSMR,5,3,3,4,trans_gene,A Metastasis vs. A Primary
1585.46,1.16,0.3,3.94,8.27936434209804e-05,0.00672000800366603,ENSG00000145734,BDP1,5,1,1,1,trans_gene,A Metastasis vs. A Primary
2780.14,1.16,0.25,4.75,2.03609610119645e-06,0.000640941620066104,ENSG00000146281,PM20D2,6,3,3,3,trans_gene,A Metastasis vs. A Primary
1311.1,1.04,0.28,3.77,0.000161078555320793,0.00958617750620562,ENSG00000146414,SHPRH,6,2,2,2,trans_gene,A Metastasis vs. A Primary
14168.19,-1.08,0.42,-2.54,0.0110823640203151,0.0840997038086275,ENSG00000146674,IGFBP3,7,2,3,3,trans_gene,A Metastasis vs. A Primary
193.11,1.3,0.64,2.04,0.0409546771953379,0.16291980332911,ENSG00000147408,CSGALNACT1,8,2,2,2,trans_gene,A Metastasis vs. A Primary
622.76,-1.21,0.37,-3.28,0.00105372919822087,0.0269331381818762,ENSG00000147689,FAM83A,8,7,7,7,trans_gene,A Metastasis vs. A Primary
1208.44,-1.16,0.36,-3.25,0.00114054139484852,0.0281595987000255,ENSG00000147804,SLC39A4,8,7,7,7,trans_gene,A Metastasis vs. A Primary
52.24,1.2,0.6,2.01,0.0447128133420032,,ENSG00000148942,SLC5A12,11,2,2,2,trans_gene,A Metastasis vs. A Primary
1457.91,1.01,0.24,4.29,1.7620337752756e-05,0.00275497975833016,ENSG00000149311,ATM,11,2,2,2,trans_gene,A Metastasis vs. A Primary
125.2,1.41,0.52,2.7,0.00699084789161425,,ENSG00000149346,SLX4IP,20,2,2,2,trans_gene,A Metastasis vs. A Primary
920.17,-1.18,0.44,-2.69,0.00725007069525896,0.0697071987508544,ENSG00000149582,TMEM25,11,2,2,2,trans_gene,A Metastasis vs. A Primary
931.33,1.48,0.29,5.04,4.65077181226126e-07,0.000264916821039377,ENSG00000150337,FCGR1A,1,10,9,9,trans_gene,A Metastasis vs. A Primary
73.74,1.66,0.54,3.09,0.00197450257784926,,ENSG00000150627,WDR17,4,3,3,3,trans_gene,A Metastasis vs. A Primary
31.6,1.62,0.76,2.12,0.0341185739804777,,ENSG00000150676,CCDC83,11,2,2,2,trans_gene,A Metastasis vs. A Primary
830.02,-1.02,0.32,-3.16,0.00156559458490662,0.032409764218425,ENSG00000150779,TIMM8B,11,2,2,2,trans_gene,A Metastasis vs. A Primary
47.4,-1.34,0.64,-2.09,0.0367665033424915,,ENSG00000151572,ANO4,12,2,2,2,trans_gene,A Metastasis vs. A Primary
1638.78,1.16,0.31,3.71,0.000209938646470864,0.010950080879483,ENSG00000151835,SACS,13,2,2,2,trans_gene,A Metastasis vs. A Primary
189.67,1,0.39,2.59,0.00959862262467758,0.0788590136238964,ENSG00000152056,AP1S3,2,2,2,2,trans_gene,A Metastasis vs. A Primary
4407.43,-1.06,0.39,-2.71,0.00670612642131058,0.0669046574242845,ENSG00000152082,MZT2B,2,2,2,2,trans_gene,A Metastasis vs. A Primary
71.04,1.05,0.52,2.02,0.043136094575824,,ENSG00000152137,HSPB8,12,2,2,2,trans_gene,A Metastasis vs. A Primary
9788.67,1.17,0.24,4.96,7.05280490352175e-07,0.000347975528211518,ENSG00000152332,UHMK1,1,5,5,5,trans_gene,A Metastasis vs. A Primary
5949.18,1.1,0.21,5.15,2.55901272350262e-07,0.000225727690511691,ENSG00000152926,ZNF117,7,2,3,3,trans_gene,A Metastasis vs. A Primary
765.11,1.17,0.3,3.87,0.00010722367515742,0.00772656386887381,ENSG00000153246,PLA2R1,2,2,2,2,trans_gene,A Metastasis vs. A Primary
163.01,1.22,0.58,2.1,0.0359046188709809,0.152355817997401,ENSG00000154175,ABI3BP,3,2,2,2,trans_gene,A Metastasis vs. A Primary
161.69,1.86,0.55,3.4,0.000665526143621637,0.0204420856021387,ENSG00000154188,ANGPT1,8,7,7,7,trans_gene,A Metastasis vs. A Primary
46.05,1.39,0.62,2.24,0.0250408290124991,,ENSG00000154262,ABCA6,17,2,2,2,trans_gene,A Metastasis vs. A Primary
120.67,1.08,0.42,2.59,0.00950769522978097,,ENSG00000154310,TNIK,3,2,2,2,trans_gene,A Metastasis vs. A Primary
409.67,1.09,0.31,3.5,0.000469047280855749,0.0167986334538816,ENSG00000154678,PDE1C,7,2,3,3,trans_gene,A Metastasis vs. A Primary
61.26,1.2,0.56,2.13,0.0330297775826122,,ENSG00000154721,JAM2,21,2,2,2,trans_gene,A Metastasis vs. A Primary
778.29,1.06,0.27,3.94,8.02803462967279e-05,0.00672000800366603,ENSG00000155100,OTUD6B,8,2,2,2,trans_gene,A Metastasis vs. A Primary
1525.28,1.57,0.43,3.68,0.000233186662744792,0.0113769734981764,ENSG00000155657,TTN,2,2,2,2,trans_gene,A Metastasis vs. A Primary
6902.53,1.06,0.2,5.27,1.36913700904093e-07,0.00013648014085123,ENSG00000155850,SLC26A2,5,2,2,2,trans_gene,A Metastasis vs. A Primary
110.79,1.06,0.51,2.08,0.0371638556220397,,ENSG00000156218,ADAMTSL3,15,2,2,2,trans_gene,A Metastasis vs. A Primary
1464.75,-1.02,0.37,-2.79,0.00534089245681751,0.0595798219397878,ENSG00000156413,FUT6,19,2,2,2,trans_gene,A Metastasis vs. A Primary
1104.29,1.01,0.27,3.68,0.000229769258963909,0.0113544373314073,ENSG00000157224,CLDN12,7,2,3,3,trans_gene,A Metastasis vs. A Primary
43.99,1.62,0.69,2.34,0.0194257894719394,,ENSG00000157999,ANKRD61,7,2,3,3,trans_gene,A Metastasis vs. A Primary
25.44,6.03,1.84,3.28,0.00102835755612378,,ENSG00000158022,TRIM63,1,1,1,1,trans_gene,A Metastasis vs. A Primary
103.07,1.04,0.43,2.43,0.0149041981374458,,ENSG00000158258,CLSTN2,3,2,2,2,trans_gene,A Metastasis vs. A Primary
603.44,1.12,0.29,3.82,0.000130972020578552,0.00828935084741078,ENSG00000158467,AHCYL2,7,2,3,3,trans_gene,A Metastasis vs. A Primary
289.99,8.54,2.17,3.93,8.62829427893171e-05,0.00687467147479076,ENSG00000159251,ACTC1,15,2,2,2,trans_gene,A Metastasis vs. A Primary
58.61,1.44,0.66,2.18,0.0290335102612345,,ENSG00000159905,ZNF221,19,2,2,2,trans_gene,A Metastasis vs. A Primary
21.32,-2.2,1,-2.19,0.0283048699877976,,ENSG00000160097,FNDC5,1,1,1,1,trans_gene,A Metastasis vs. A Primary
653.11,1.25,0.32,3.88,0.000105739133777769,0.00766576677727077,ENSG00000160321,ZNF208,19,2,2,2,trans_gene,A Metastasis vs. A Primary
5007.54,1.03,0.28,3.74,0.000181326048552762,0.0102312367584346,ENSG00000160551,TAOK1,17,2,2,2,trans_gene,A Metastasis vs. A Primary
118.35,8.25,1.64,5.03,4.85362098504828e-07,,ENSG00000160808,MYL3,3,1,1,1,trans_gene,A Metastasis vs. A Primary
82.87,-1.33,0.64,-2.09,0.0370646010170468,,ENSG00000161249,DMKN,19,2,2,2,trans_gene,A Metastasis vs. A Primary
